ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum
sub,trial,size,T0_current,T0_end,T0_step,T0_reset,T0_tries,T0_score,T0_abstime,T0_trialtime,T0_clicktime,T0_done,T0_movimentos_minimos,T0_pontuacao_acumulada,sub_test1,trial_test1,size_test1,T1_current,T1_end,T1_step,T1_reset,T1_tries,T1_score,T1_abstime,T1_trialtime,T1_clicktime,T1_done,T1_movimentos_minimos,T1_pontuacao_acumulada,sub_test2,trial_test2,size_test2,T2_current,T2_end,T2_step,T2_reset,T2_tries,T2_score,T2_abstime,T2_trialtime,T2_clicktime,T2_done,T2_movimentos_minimos,T2_pontuacao_acumulada
T0_4581_tol,1,3,|||321|,||2|13|,0,0,1,0,8691,0,0,0,0,0,T1_4581_tol,1,3,|31||2|,|21||3|,0,0,1,0,32636,0,0,0,0,0,T2_4581_tol,1,3,|1|2|3|,||13|2|,0,0,1,0,26733,0,0,0,0,0
T0_4581_tol,1,3,|||321|,||2|13|,1,0,1,0,13754,5063,5063,0,0,0,T1_4581_tol,1,3,|31|2||,|21||3|,1,0,1,0,40103,7467,7467,0,0,0,T2_4581_tol,1,3,|13|2||,||13|2|,1,0,1,0,31709,4976,4976,0,0,0
T0_4581_tol,1,3,|||321|,||2|13|,2,0,1,0,15575,6884,1821,0,0,0,T1_4581_tol,1,3,|3|21||,|21||3|,2,0,1,0,41711,9075,1608,0,0,0,T2_4581_tol,1,3,|13||2|,||13|2|,2,0,1,0,32745,6012,1036,0,0,0
T0_4581_tol,1,3,||1|32|,||2|13|,3,0,1,0,20899,12208,5324,0,0,0,T1_4581_tol,1,3,||21|3|,|21||3|,3,0,1,0,42574,9938,863,0,0,0,T2_4581_tol,1,3,|1||23|,||13|2|,3,0,1,0,33573,6840,828,0,0,0
T0_4581_tol,1,3,|1||32|,||2|13|,4,0,1,0,22394,13703,1495,0,0,0,T1_4581_tol,1,3,||2|31|,|21||3|,4,0,1,0,43909,11273,1335,0,0,0,T2_4581_tol,1,3,||1|23|,||13|2|,4,0,1,0,34213,7480,640,0,0,0
T0_4581_tol,1,3,|1|2|3|,||2|13|,5,0,1,0,23676,14985,1282,0,0,0,T1_4581_tol,1,3,|2||31|,|21||3|,5,0,1,0,44690,12054,781,0,0,0,T2_4581_tol,1,3,||13|2|,||13|2|,5,0,1,3,34827,8094,614,1,5,10
T0_4581_tol,1,3,|1|23||,||2|13|,6,0,1,0,26243,17552,2567,0,0,0,T1_4581_tol,1,3,|21||3|,|21||3|,6,0,1,3,45858,13222,1168,1,5,9,T2_4581_tol,2,3,|3|12||,||3|21|,0,0,1,3,35687,0,0,0,0,10
T0_4581_tol,1,3,||23|1|,||2|13|,7,0,1,0,27271,18580,1028,0,0,0,T1_4581_tol,2,3,|1|2|3|,|13|2||,0,0,1,3,47142,0,0,0,0,9,T2_4581_tol,2,3,|3|1|2|,||3|21|,1,0,1,3,37369,1682,1682,0,0,10
T0_4581_tol,1,3,||2|13|,||2|13|,8,0,1,3,28481,19790,1210,1,5,7,T1_4581_tol,2,3,|13|2||,|13|2||,1,0,1,6,49811,2669,2669,1,1,19,T2_4581_tol,2,3,|3||21|,||3|21|,2,0,1,3,37909,2222,540,0,0,10
T0_4581_tol,2,3,|13||2|,|12|3||,0,0,1,3,30845,0,0,0,0,7,T1_4581_tol,3,3,|||213|,|2|3|1|,0,0,1,6,50222,0,0,0,0,19,T2_4581_tol,2,3,||3|21|,||3|21|,3,0,1,6,38544,2857,635,1,3,20
T0_4581_tol,2,3,|1|3|2|,|12|3||,1,0,1,3,35080,4235,4235,0,0,7,T1_4581_tol,3,3,||3|21|,|2|3|1|,1,0,1,6,52541,2319,2319,0,0,19,T2_4581_tol,3,3,|3||21|,|1|23||,0,0,1,6,39132,0,0,0,0,20
T0_4581_tol,2,3,|12|3||,|12|3||,2,0,1,6,37042,6197,1962,1,2,17,T1_4581_tol,3,3,||31|2|,|2|3|1|,2,0,1,6,54436,4214,1895,0,0,19,T2_4581_tol,3,3,|31||2|,|1|23||,1,0,1,6,43123,3991,3991,0,0,20
