ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum
sub,trial,size,T0_current,T0_end,T0_step,T0_reset,T0_tries,T0_score,T0_abstime,T0_trialtime,T0_clicktime,T0_done,T0_movimentos_minimos,T0_pontuacao_acumulada,sub_test1,trial_test1,size_test1,T1_current,T1_end,T1_step,T1_reset,T1_tries,T1_score,T1_abstime,T1_trialtime,T1_clicktime,T1_done,T1_movimentos_minimos,T1_pontuacao_acumulada,sub_test2,trial_test2,size_test2,T2_current,T2_end,T2_step,T2_reset,T2_tries,T2_score,T2_abstime,T2_trialtime,T2_clicktime,T2_done,T2_movimentos_minimos,T2_pontuacao_acumulada
T0_4569_Tol,1,3,||31|2|,|2||13|,0,0,1,0,47086,0,0,0,0,0,T1_4569_Tol,1,3,|13|2||,|23||1|,0,0,1,0,22151,0,0,0,0,0,T2_4569_tol,1,3,|2|1|3|,|1|3|2|,0,0,1,0,35419,0,0,0,0,0
T0_4569_Tol,1,3,||312||,|2||13|,1,0,1,0,55444,8358,8358,0,0,0,T1_4569_Tol,1,3,|1|2|3|,|23||1|,1,0,1,0,26839,4688,4688,0,0,0,T2_4569_tol,1,3,||1|32|,|1|3|2|,1,0,1,0,40705,5286,5286,0,0,0
T0_4569_Tol,1,3,||312||,|2||13|,2,0,1,0,60344,13258,4900,0,0,0,T1_4569_Tol,1,3,||2|31|,|23||1|,2,0,1,0,30253,8102,3414,0,0,0,T2_4569_tol,1,3,|1||32|,|1|3|2|,2,0,1,0,42160,6741,1455,0,0,0
T0_4569_Tol,1,3,||312||,|2||13|,3,0,1,0,67354,20268,7010,0,0,0,T1_4569_Tol,1,3,|2||31|,|23||1|,3,0,1,0,31893,9742,1640,0,0,0,T2_4569_tol,1,3,|12||3|,|1|3|2|,3,0,1,0,44611,9192,2451,0,0,0
T0_4569_Tol,1,3,||312||,|2||13|,4,0,1,0,68998,21912,1644,0,0,0,T1_4569_Tol,1,3,|2|1|3|,|23||1|,4,0,1,0,33850,11699,1957,0,0,0,T2_4569_tol,1,3,|12|3||,|1|3|2|,4,0,1,0,45732,10313,1121,0,0,0
T0_4569_Tol,1,3,||312||,|2||13|,5,0,1,0,73238,26152,4240,0,0,0,T1_4569_Tol,1,3,|23|1||,|23||1|,5,0,1,0,35132,12981,1282,0,0,0,T2_4569_tol,1,3,|1|3|2|,|1|3|2|,5,0,1,3,46773,11354,1041,1,5,10
T0_4569_Tol,1,3,||312||,|2||13|,6,0,1,0,74294,27208,1056,0,0,0,T1_4569_Tol,1,3,|23||1|,|23||1|,6,0,1,3,38260,16109,3128,1,5,9,T2_4569_tol,2,3,|1|2|3|,||123||,0,0,1,3,49029,0,0,0,0,10
T0_4569_Tol,1,3,|2|31||,|2||13|,7,0,1,0,93010,45924,18716,0,0,0,T1_4569_Tol,2,3,|2|1|3|,|23||1|,0,0,1,3,39652,0,0,0,0,9,T2_4569_tol,2,3,|12||3|,||123||,1,0,1,3,52725,3696,3696,0,0,10
T0_4569_Tol,1,3,|2|3|1|,|2||13|,8,0,1,0,100611,53525,7601,0,0,0,T1_4569_Tol,2,3,|23|1||,|23||1|,1,0,1,3,42482,2830,2830,0,0,9,T2_4569_tol,2,3,|1||32|,||123||,2,0,1,3,55471,6442,2746,0,0,10
T0_4569_Tol,1,3,|23||1|,|2||13|,9,0,1,0,106279,59193,5668,0,0,0,T1_4569_Tol,2,3,|23||1|,|23||1|,2,0,1,6,43801,4149,1319,1,2,19,T2_4569_tol,2,3,||1|32|,||123||,3,0,1,3,56450,7421,979,0,0,10
T0_4569_Tol,1,3,|23|1||,|2||13|,10,0,1,0,108371,61285,2092,0,0,0,T1_4569_Tol,3,3,||21|3|,|1|32||,0,0,1,6,45247,0,0,0,0,19,T2_4569_tol,2,3,||12|3|,||123||,4,0,1,3,58117,9088,1667,0,0,10
T0_4569_Tol,1,3,|2|13||,|2||13|,11,0,1,0,110547,63461,2176,0,0,0,T1_4569_Tol,3,3,|1|2|3|,|1|32||,1,0,1,6,47882,2635,2635,0,0,19,T2_4569_tol,2,3,||123||,||123||,5,0,1,6,59461,10432,1344,1,4,19
T0_4569_Tol,1,3,|23|1||,|2||13|,12,0,1,0,121496,74410,10949,0,0,0,T1_4569_Tol,3,3,|12||3|,|1|32||,2,0,1,6,49452,4205,1570,0,0,19,T2_4569_tol,3,3,||31|2|,|3|12||,0,0,1,6,61080,0,0,0,0,19
T0_4569_Tol,1,3,|23||1|,|2||13|,13,0,1,0,122959,75873,1463,0,0,0,T1_4569_Tol,3,3,|12|3||,|1|32||,3,0,1,6,50813,5566,1361,0,0,19,T2_4569_tol,3,3,||3|21|,|3|12||,1,0,1,6,63429,2349,2349,0,0,19
T0_4569_Tol,1,3,|2||13|,|2||13|,14,0,1,3,125026,77940,2067,1,3,0,T1_4569_Tol,3,3,|1|32||,|1|32||,4,0,1,9,52424,7177,1611,1,4,29,T2_4569_tol,3,3,|3||21|,|3|12||,2,0,1,6,64609,3529,1180,0,0,19
T0_4569_Tol,2,3,|2|3|1|,|||123|,0,0,1,3,126725,0,0,0,0,0,T1_4569_Tol,4,3,|2||13|,|1|2|3|,0,0,1,9,53916,0,0,0,0,29,T2_4569_tol,3,3,|3|1|2|,|3|12||,3,0,1,6,65719,4639,1110,0,0,19
T0_4569_Tol,2,3,|21|3||,|||123|,1,0,1,3,132177,5452,5452,0,0,0,T1_4569_Tol,4,3,||2|13|,|1|2|3|,1,0,1,9,56506,2590,2590,0,0,29,T2_4569_tol,3,3,|3|12||,|3|12||,4,0,1,9,66993,5913,1274,1,4,29
T0_4569_Tol,2,3,|213|||,|||123|,2,0,1,3,138788,12063,6611,0,0,0,T1_4569_Tol,4,3,||23|1|,|1|2|3|,2,0,1,9,58176,4260,1670,0,0,29,T2_4569_tol,4,3,|2||31|,|3|1|2|,0,0,1,9,68434,0,0,0,0,29
T0_4569_Tol,2,3,|21|3||,|||123|,3,0,1,3,141837,15112,3049,0,0,0,T1_4569_Tol,4,3,|1|23||,|1|2|3|,3,0,1,9,59576,5660,1400,0,0,29,T2_4569_tol,4,3,|2|1|3|,|3|1|2|,1,0,1,9,70917,2483,2483,0,0,29
T0_4569_Tol,2,3,|2|3|1|,|||123|,4,0,1,3,145315,18590,3478,0,0,0,T1_4569_Tol,4,3,|1|2|3|,|1|2|3|,4,0,1,12,61094,7178,1518,1,4,39,T2_4569_tol,4,3,|2|13||,|3|1|2|,2,0,1,9,73962,5528,3045,0,0,29
T0_4569_Tol,2,3,||3|12|,|||123|,5,0,1,3,148127,21402,2812,0,0,0,T1_4569_Tol,5,3,|12||3|,|3|1|2|,0,0,1,12,62352,0,0,0,0,39,T2_4569_tol,4,3,||13|2|,|3|1|2|,3,0,1,9,75424,6990,1462,0,0,29
T0_4569_Tol,2,3,|||123|,|||123|,6,0,1,6,149990,23265,1863,1,2,6,T1_4569_Tol,5,3,|1|2|3|,|3|1|2|,1,0,1,12,65750,3398,3398,0,0,39,T2_4569_tol,4,3,|3|1|2|,|3|1|2|,4,0,1,12,77222,8788,1798,1,4,39
T0_4569_Tol,3,3,|1|32||,|13||2|,0,0,1,6,151408,0,0,0,0,6,T1_4569_Tol,5,3,|1|23||,|3|1|2|,2,0,1,12,67161,4809,1411,0,0,39,T2_4569_tol,5,3,|123|||,|31||2|,0,0,1,12,78345,0,0,0,0,39
T0_4569_Tol,3,3,|1|3|2|,|13||2|,1,0,1,6,154874,3466,3466,0,0,6,T1_4569_Tol,5,3,||23|1|,|3|1|2|,3,0,1,12,68763,6411,1602,0,0,39,T2_4569_tol,5,3,|12|3||,|31||2|,1,0,1,12,82681,4336,4336,0,0,39
T0_4569_Tol,3,3,|13||2|,|13||2|,2,0,1,9,158516,7108,3642,1,2,16,T1_4569_Tol,5,3,|3|2|1|,|3|1|2|,4,0,1,12,69950,7598,1187,0,0,39,T2_4569_tol,5,3,|1|3|2|,|31||2|,2,0,1,12,84236,5891,1555,0,0,39
