ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum
sub,trial,size,T0_current,T0_end,T0_step,T0_reset,T0_tries,T0_score,T0_abstime,T0_trialtime,T0_clicktime,T0_done,T0_movimentos_minimos,T0_pontuacao_acumulada,sub_test1,trial_test1,size_test1,T1_current,T1_end,T1_step,T1_reset,T1_tries,T1_score,T1_abstime,T1_trialtime,T1_clicktime,T1_done,T1_movimentos_minimos,T1_pontuacao_acumulada
T0_4586_tol,21,5,|5|23|41|,|5|2|413|,7,0,1,60,429168,19725,3547,0,0,180,T1_4586_tol,21,5,||3|5214|,|3|251|4|,1,0,1,60,309680,1862,1862,0,0,178
T0_4586_tol,21,5,|5|2|413|,|5|2|413|,8,0,1,63,430099,20656,931,1,6,188,T1_4586_tol,21,5,|3||5214|,|3|251|4|,2,0,1,60,310568,2750,888,0,0,178
T0_4586_tol,22,5,|3|5|421|,|21|4|53|,0,0,1,63,430881,0,0,0,0,188,T1_4586_tol,21,5,|34||521|,|3|251|4|,3,0,1,60,312268,4450,1700,0,0,178
T0_4586_tol,22,5,|3|51|42|,|21|4|53|,1,0,1,63,434148,3267,3267,0,0,188,T1_4586_tol,21,5,|341||52|,|3|251|4|,4,0,1,60,314016,6198,1748,0,0,178
T0_4586_tol,22,5,||51|423|,|21|4|53|,2,0,1,63,435273,4392,1125,0,0,188,T1_4586_tol,21,5,|341|2|5|,|3|251|4|,5,0,1,60,315515,7697,1499,0,0,178
T0_4586_tol,22,5,||513|42|,|21|4|53|,3,0,1,63,439434,8553,4161,0,0,188,T1_4586_tol,21,5,|341|25||,|3|251|4|,6,0,1,60,317168,9350,1653,0,0,178
T0_4586_tol,22,5,|2|513|4|,|21|4|53|,4,0,1,63,440665,9784,1231,0,0,188,T1_4586_tol,21,5,|34|25|1|,|3|251|4|,7,0,1,60,319561,11743,2393,0,0,178
T0_4586_tol,22,5,|2|51|43|,|21|4|53|,5,0,1,63,441752,10871,1087,0,0,188,T1_4586_tol,21,5,|34|25|1|,|3|251|4|,8,0,1,60,323290,15472,3729,0,0,178
T0_4586_tol,22,5,|21|5|43|,|21|4|53|,6,0,1,63,442913,12032,1161,0,0,188,T1_4586_tol,21,5,|34|251||,|3|251|4|,9,0,1,60,324751,16933,1461,0,0,178
T0_4586_tol,22,5,|215||43|,|21|4|53|,7,0,1,63,446077,15196,3164,0,0,188,T1_4586_tol,21,5,|3|251|4|,|3|251|4|,10,0,1,63,325732,17914,981,1,8,186
T0_4586_tol,22,5,|2153||4|,|21|4|53|,8,0,1,63,448527,17646,2450,0,0,188,T1_4586_tol,22,5,|12|354||,|5|13|24|,0,0,1,63,326425,0,0,0,0,186
T0_4586_tol,22,5,|2153|4||,|21|4|53|,9,0,1,63,449837,18956,1310,0,0,188,T1_4586_tol,22,5,|1|354|2|,|5|13|24|,1,0,1,63,331673,5248,5248,0,0,186
T0_4586_tol,22,5,|215|43||,|21|4|53|,10,0,1,63,451626,20745,1789,0,0,188,T1_4586_tol,22,5,|1|35|24|,|5|13|24|,2,0,1,63,333218,6793,1545,0,0,186
T0_4586_tol,22,5,|21|43|5|,|21|4|53|,11,0,1,63,452567,21686,941,0,0,188,T1_4586_tol,22,5,||35|241|,|5|13|24|,3,0,1,63,336743,10318,3525,0,0,186
T0_4586_tol,22,5,|21|4|53|,|21|4|53|,12,0,1,66,454896,24015,2329,1,9,195,T1_4586_tol,22,5,|5|3|241|,|5|13|24|,4,0,1,63,337877,11452,1134,0,0,186
T0_4586_tol,23,5,|3|452|1|,|1|4523||,0,0,1,66,455601,0,0,0,0,195,T1_4586_tol,22,5,|53||241|,|5|13|24|,5,0,1,63,339349,12924,1472,0,0,186
T0_4586_tol,23,5,||4523|1|,|1|4523||,1,0,1,66,460295,4694,4694,0,0,195,T1_4586_tol,22,5,|53|1|24|,|5|13|24|,6,0,1,63,340326,13901,977,0,0,186
T0_4586_tol,23,5,|1|4523||,|1|4523||,2,0,1,69,461449,5848,1154,1,2,205,T1_4586_tol,22,5,|5|13|24|,|5|13|24|,7,0,1,66,341104,14679,778,1,7,196
T0_4586_tol,24,5,|13|42|5|,|5|14|32|,0,0,1,69,464283,0,0,0,0,205,T1_4586_tol,23,5,||453|21|,|4|532|1|,0,0,1,66,341746,0,0,0,0,196
T0_4586_tol,24,5,|1|423|5|,|5|14|32|,1,0,1,69,468294,4011,4011,0,0,205,T1_4586_tol,23,5,||45|213|,|4|532|1|,1,0,1,66,346808,5062,5062,0,0,196
T0_4586_tol,24,5,||4231|5|,|5|14|32|,2,0,1,69,469216,4933,922,0,0,205,T1_4586_tol,23,5,||4|2135|,|4|532|1|,2,0,1,66,347861,6115,1053,0,0,196
T0_4586_tol,24,5,|5|4231||,|5|14|32|,3,0,1,69,470212,5929,996,0,0,205,T1_4586_tol,23,5,|4||2135|,|4|532|1|,3,0,1,66,348786,7040,925,0,0,196
T0_4586_tol,24,5,|51|423||,|5|14|32|,4,0,1,69,475711,11428,5499,0,0,205,T1_4586_tol,23,5,|45||213|,|4|532|1|,4,0,1,66,350931,9185,2145,0,0,196
T0_4586_tol,24,5,|51|42|3|,|5|14|32|,5,0,1,69,476907,12624,1196,0,0,205,T1_4586_tol,23,5,|453||21|,|4|532|1|,5,0,1,66,352060,10314,1129,0,0,196
T0_4586_tol,24,5,|51|4|32|,|5|14|32|,6,0,1,69,477938,13655,1031,0,0,205,T1_4586_tol,23,5,|4531||2|,|4|532|1|,6,0,1,66,353691,11945,1631,0,0,196
T0_4586_tol,24,5,|51||324|,|5|14|32|,7,0,1,69,479674,15391,1736,0,0,205,T1_4586_tol,23,5,|4531|2||,|4|532|1|,7,0,1,66,354707,12961,1016,0,0,196
T0_4586_tol,24,5,|5|1|324|,|5|14|32|,8,0,1,69,480578,16295,904,0,0,205,T1_4586_tol,23,5,|453|2|1|,|4|532|1|,8,0,1,66,356138,14392,1431,0,0,196
T0_4586_tol,24,5,|5|14|32|,|5|14|32|,9,0,1,72,481432,17149,854,1,9,215,T1_4586_tol,23,5,|45|23|1|,|4|532|1|,9,0,1,66,357175,15429,1037,0,0,196
