ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum
sub,trial,size,T0_current,T0_end,T0_step,T0_reset,T0_tries,T0_score,T0_abstime,T0_trialtime,T0_clicktime,T0_done,T0_movimentos_minimos,T0_pontuacao_acumulada,sub_test1,trial_test1,size_test1,T1_current,T1_end,T1_step,T1_reset,T1_tries,T1_score,T1_abstime,T1_trialtime,T1_clicktime,T1_done,T1_movimentos_minimos,T1_pontuacao_acumulada,sub_test2,trial_test2,size_test2,T2_current,T2_end,T2_step,T2_reset,T2_tries,T2_score,T2_abstime,T2_trialtime,T2_clicktime,T2_done,T2_movimentos_minimos,T2_pontuacao_acumulada
T0_4571_tol,1,3,|3|1|2|,|21|3||,0,0,1,0,13238,0,0,0,0,0,T1_4571_tol,1,3,|2||31|,||1|23|,0,0,1,0,35208,0,0,0,0,0,T2_4571_tol,1,3,|3|2|1|,||3|12|,0,0,1,0,36088,0,0,0,0,0
T0_4571_tol,1,3,||13|2|,|21|3||,1,0,1,0,20817,7579,7579,0,0,0,T1_4571_tol,1,3,|2|1|3|,||1|23|,1,0,1,0,46807,11599,11599,0,0,0,T2_4571_tol,1,3,|3||12|,||3|12|,1,0,1,0,40665,4577,4577,0,0,0
T0_4571_tol,1,3,|2|13||,|21|3||,2,0,1,0,22245,9007,1428,0,0,0,T1_4571_tol,1,3,|2|13||,||1|23|,2,0,1,0,49423,14215,2616,0,0,0,T2_4571_tol,1,3,||3|12|,||3|12|,2,0,1,3,41695,5607,1030,1,2,10
T0_4571_tol,1,3,|2|1|3|,|21|3||,3,0,1,0,23262,10024,1017,0,0,0,T1_4571_tol,1,3,||13|2|,||1|23|,3,0,1,0,50609,15401,1186,0,0,0,T2_4571_tol,2,3,||31|2|,|13|2||,0,0,1,3,46675,0,0,0,0,10
T0_4571_tol,1,3,|21||3|,|21|3||,4,0,1,0,24227,10989,965,0,0,0,T1_4571_tol,1,3,||1|23|,||1|23|,4,0,1,3,51817,16609,1208,1,4,10,T2_4571_tol,2,3,|1|3|2|,|13|2||,1,0,1,3,50711,4036,4036,0,0,10
T0_4571_tol,1,3,|21|3||,|21|3||,5,0,1,3,29291,16053,5064,1,5,10,T1_4571_tol,2,3,||12|3|,|2|31||,0,0,1,3,54802,0,0,0,0,10,T2_4571_tol,2,3,|13||2|,|13|2||,2,0,1,3,51697,5022,986,0,0,10
T0_4571_tol,2,3,||12|3|,||31|2|,0,0,1,3,33367,0,0,0,0,10,T1_4571_tol,2,3,|2|1|3|,|2|31||,1,0,1,3,57174,2372,2372,0,0,10,T2_4571_tol,2,3,|13|2||,|13|2||,3,0,1,6,52484,5809,787,1,3,20
T0_4571_tol,2,3,|3|12||,||31|2|,1,0,1,3,38306,4939,4939,0,0,10,T1_4571_tol,2,3,|23|1||,|2|31||,2,0,1,3,59119,4317,1945,0,0,10,T2_4571_tol,3,3,|23||1|,||231||,0,0,1,6,53962,0,0,0,0,20
T0_4571_tol,2,3,|3|1|2|,||31|2|,2,0,1,3,40125,6758,1819,0,0,10,T1_4571_tol,2,3,|23||1|,|2|31||,3,0,1,3,62559,7757,3440,0,0,10,T2_4571_tol,3,3,|2||13|,||231||,1,0,1,6,59861,5899,5899,0,0,20
T0_4571_tol,2,3,|3||21|,||31|2|,3,0,1,3,41955,8588,1830,0,0,10,T1_4571_tol,2,3,|2|3|1|,|2|31||,4,0,1,3,63635,8833,1076,0,0,10,T2_4571_tol,3,3,||2|13|,||231||,2,0,1,6,60881,6919,1020,0,0,20
T0_4571_tol,2,3,||3|21|,||31|2|,4,0,1,3,42798,9431,843,0,0,10,T1_4571_tol,2,3,|2|31||,|2|31||,5,0,1,6,64540,9738,905,1,4,19,T2_4571_tol,3,3,||23|1|,||231||,3,0,1,6,61688,7726,807,0,0,20
T0_4571_tol,2,3,||31|2|,||31|2|,5,0,1,6,43948,10581,1150,1,5,20,T1_4571_tol,3,3,|1|3|2|,|13|2||,0,0,1,6,66281,0,0,0,0,19,T2_4571_tol,3,3,||231||,||231||,4,0,1,9,62443,8481,755,1,4,30
T0_4571_tol,3,3,|31||2|,|2|3|1|,0,0,1,6,45220,0,0,0,0,20,T1_4571_tol,3,3,|13||2|,|13|2||,1,0,1,6,68819,2538,2538,0,0,19,T2_4571_tol,4,3,|213|||,||21|3|,0,0,1,9,63589,0,0,0,0,30
T0_4571_tol,3,3,|3||21|,|2|3|1|,1,0,1,6,51075,5855,5855,0,0,20,T1_4571_tol,3,3,|13|2||,|13|2||,2,0,1,9,69659,3378,840,1,2,29,T2_4571_tol,4,3,|21||3|,||21|3|,1,0,1,9,65967,2378,2378,0,0,30
T0_4571_tol,3,3,||3|21|,|2|3|1|,2,0,1,6,52326,7106,1251,0,0,20,T1_4571_tol,4,3,|21||3|,|12||3|,0,0,1,9,70767,0,0,0,0,29,T2_4571_tol,4,3,|2||31|,||21|3|,2,0,1,9,67169,3580,1202,0,0,30
T0_4571_tol,3,3,||31|2|,|2|3|1|,3,0,1,6,53877,8657,1551,0,0,20,T1_4571_tol,4,3,|2|1|3|,|12||3|,1,0,1,9,73183,2416,2416,0,0,29,T2_4571_tol,4,3,||2|31|,||21|3|,3,0,1,9,68182,4593,1013,0,0,30
T0_4571_tol,3,3,|2|31||,|2|3|1|,4,0,1,6,54848,9628,971,0,0,20,T1_4571_tol,4,3,||1|32|,|12||3|,2,0,1,9,75118,4351,1935,0,0,29,T2_4571_tol,4,3,||21|3|,||21|3|,4,0,1,12,68959,5370,777,1,4,40
T0_4571_tol,3,3,|2|3|1|,|2|3|1|,5,0,1,9,55738,10518,890,1,5,30,T1_4571_tol,4,3,|1||32|,|12||3|,3,0,1,9,76068,5301,950,0,0,29,T2_4571_tol,5,3,|3||12|,|1|32||,0,0,1,12,69889,0,0,0,0,40
