ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum
sub,trial,size,T0_current,T0_end,T0_step,T0_reset,T0_tries,T0_score,T0_abstime,T0_trialtime,T0_clicktime,T0_done,T0_movimentos_minimos,T0_pontuacao_acumulada,sub_test1,trial_test1,size_test1,T1_current,T1_end,T1_step,T1_reset,T1_tries,T1_score,T1_abstime,T1_trialtime,T1_clicktime,T1_done,T1_movimentos_minimos,T1_pontuacao_acumulada,sub_test2,trial_test2,size_test2,T2_current,T2_end,T2_step,T2_reset,T2_tries,T2_score,T2_abstime,T2_trialtime,T2_clicktime,T2_done,T2_movimentos_minimos,T2_pontuacao_acumulada
T0_4585_tol,1,3,|2|31||,||312||,0,0,1,0,6323,0,0,0,0,0,T1_4585_tol,1,3,|1||23|,|3|2|1|,0,0,1,0,11835,0,0,0,0,0,T2_4585_tol,1,3,|2||13|,||3|12|,0,0,1,0,7630,0,0,0,0,0
T0_4585_tol,1,3,||312||,||312||,1,0,1,3,15923,9600,9600,1,1,10,T1_4585_tol,1,3,|||231|,|3|2|1|,1,0,1,0,19521,7686,7686,0,0,0,T2_4585_tol,1,3,|2|3|1|,||3|12|,1,0,1,0,17662,10032,10032,0,0,0
T0_4585_tol,2,3,|3|12||,|1||23|,0,0,1,3,20640,0,0,0,0,10,T1_4585_tol,1,3,||1|23|,|3|2|1|,2,0,1,0,23749,11914,4228,0,0,0,T2_4585_tol,1,3,||32|1|,||3|12|,2,0,1,0,22505,14875,4843,0,0,0
T0_4585_tol,2,3,|32|1||,|1||23|,1,0,1,3,35137,14497,14497,0,0,10,T1_4585_tol,1,3,|3|1|2|,|3|2|1|,3,0,1,0,26830,14995,3081,0,0,0,T2_4585_tol,1,3,|1|32||,||3|12|,3,0,1,0,24858,17228,2353,0,0,0
T0_4585_tol,2,3,|32|1||,|1||23|,2,0,1,3,38590,17950,3453,0,0,10,T1_4585_tol,1,3,|32|1||,|3|2|1|,4,0,1,0,33757,21922,6927,0,0,0,T2_4585_tol,1,3,|12|3||,||3|12|,4,0,1,0,26450,18820,1592,0,0,0
T0_4585_tol,2,3,|32|1||,|1||23|,3,0,1,3,42013,21373,3423,0,0,10,T1_4585_tol,1,3,|32||1|,|3|2|1|,5,0,1,0,36601,24766,2844,0,0,0,T2_4585_tol,1,3,|1|32||,||3|12|,5,0,1,0,33621,25991,7171,0,0,0
T0_4585_tol,2,3,|321|||,|1||23|,4,0,1,3,52817,32177,10804,0,0,10,T1_4585_tol,1,3,|3|2|1|,|3|2|1|,6,0,1,3,38372,26537,1771,1,5,9,T2_4585_tol,1,3,||32|1|,||3|12|,6,0,1,0,35118,27488,1497,0,0,0
T0_4585_tol,2,3,|321|||,|1||23|,5,0,1,3,62177,41537,9360,0,0,10,T1_4585_tol,2,3,|123|||,|231|||,0,0,1,3,41607,0,0,0,0,9,T2_4585_tol,1,3,||3|12|,||3|12|,7,0,1,3,36521,28891,1403,1,2,5
T0_4585_tol,2,3,|321|||,|1||23|,6,0,1,3,64344,43704,2167,0,0,10,T1_4585_tol,2,3,|12|3||,|231|||,1,0,1,3,50952,9345,9345,0,0,9,T2_4585_tol,2,3,|32|1||,||1|32|,0,0,1,3,38889,0,0,0,0,5
T0_4585_tol,2,3,|321|||,|1||23|,7,0,1,3,65949,45309,1605,0,0,10,T1_4585_tol,2,3,|1|3|2|,|231|||,2,0,1,3,54068,12461,3116,0,0,9,T2_4585_tol,2,3,|3|12||,||1|32|,1,0,1,3,43170,4281,4281,0,0,5
T0_4585_tol,2,3,|321|||,|1||23|,8,0,1,3,70620,49980,4671,0,0,10,T1_4585_tol,2,3,||31|2|,|231|||,3,0,1,3,57106,15499,3038,0,0,9,T2_4585_tol,2,3,||12|3|,||1|32|,2,0,1,3,45018,6129,1848,0,0,5
T0_4585_tol,2,3,|321|||,|1||23|,9,0,1,3,73052,52412,2432,0,0,10,T1_4585_tol,2,3,|2|31||,|231|||,4,0,1,3,59545,17938,2439,0,0,9,T2_4585_tol,2,3,||1|32|,||1|32|,3,0,1,6,46753,7864,1735,1,3,15
T0_4585_tol,2,3,|321|||,|1||23|,10,0,1,3,77592,56952,4540,0,0,10,T1_4585_tol,2,3,|2|3|1|,|231|||,5,0,1,3,61510,19903,1965,0,0,9,T2_4585_tol,3,3,|3|1|2|,|3|2|1|,0,0,1,6,47889,0,0,0,0,15
T0_4585_tol,2,3,|321|||,|1||23|,11,0,1,3,78507,57867,915,0,0,10,T1_4585_tol,2,3,|23||1|,|231|||,6,0,1,3,63467,21860,1957,0,0,9,T2_4585_tol,3,3,|31||2|,|3|2|1|,1,0,1,6,51492,3603,3603,0,0,15
T0_4585_tol,2,3,|321|||,|1||23|,12,0,1,3,87430,66790,8923,0,0,10,T1_4585_tol,2,3,|231|||,|231|||,7,0,1,6,65297,23690,1830,1,6,18,T2_4585_tol,3,3,|31|2||,|3|2|1|,2,0,1,6,53347,5458,1855,0,0,15
T0_4585_tol,2,3,|321|||,|1||23|,13,0,1,3,96174,75534,8744,0,0,10,T1_4585_tol,3,3,|2|1|3|,||2|13|,0,0,1,6,66810,0,0,0,0,18,T2_4585_tol,3,3,|3|2|1|,|3|2|1|,3,0,1,9,55190,7301,1843,1,3,25
T0_4585_tol,2,3,|321|||,|1||23|,14,0,1,3,100581,79941,4407,0,0,10,T1_4585_tol,3,3,|23|1||,||2|13|,1,0,1,6,74256,7446,7446,0,0,18,T2_4585_tol,4,3,|||231|,|13||2|,0,0,1,9,56159,0,0,0,0,25
T0_4585_tol,2,3,|321|||,|1||23|,15,0,1,3,107594,86954,7013,0,0,10,T1_4585_tol,3,3,|23||1|,||2|13|,2,0,1,6,77542,10732,3286,0,0,18,T2_4585_tol,4,3,|1||23|,|13||2|,1,0,1,9,60532,4373,4373,0,0,25
T0_4585_tol,2,3,|321|||,|1||23|,16,0,1,3,108761,88121,1167,0,0,10,T1_4585_tol,3,3,|2||13|,||2|13|,3,0,1,6,79512,12702,1970,0,0,18,T2_4585_tol,4,3,|13||2|,|13||2|,2,0,1,12,62356,6197,1824,1,2,35
T0_4585_tol,2,3,|321|||,|1||23|,17,0,1,3,110344,89704,1583,0,0,10,T1_4585_tol,3,3,||2|13|,||2|13|,4,0,1,9,82922,16112,3410,1,4,28,T2_4585_tol,5,3,||2|13|,|3|2|1|,0,0,1,12,63217,0,0,0,0,35
T0_4585_tol,2,3,|32||1|,|1||23|,18,0,1,3,113980,93340,3636,0,0,10,T1_4585_tol,4,3,|1||32|,||1|32|,0,0,1,9,84026,0,0,0,0,28,T2_4585_tol,5,3,|3|2|1|,|3|2|1|,1,0,1,15,66109,2892,2892,1,1,45
T0_4585_tol,2,3,|3|2|1|,|1||23|,19,0,1,3,121671,101031,7691,0,0,10,T1_4585_tol,4,3,||1|32|,||1|32|,1,0,1,12,87177,3151,3151,1,1,38,T2_4585_tol,6,3,||13|2|,||31|2|,0,0,1,15,66856,0,0,0,0,45
T0_4585_tol,2,3,||23|1|,|1||23|,20,0,1,3,131738,111098,10067,0,0,10,T1_4585_tol,5,3,|||321|,|23|1||,0,0,1,12,90044,0,0,0,0,38,T2_4585_tol,6,3,||1|23|,||31|2|,1,0,1,15,70291,3435,3435,0,0,45
T0_4585_tol,2,3,|1|23||,|1||23|,21,0,1,3,136127,115487,4389,0,0,10,T1_4585_tol,5,3,||1|32|,|23|1||,1,0,1,12,95133,5089,5089,0,0,38,T2_4585_tol,6,3,|1||23|,||31|2|,2,0,1,15,71982,5126,1691,0,0,45
T0_4585_tol,2,3,|1|2|3|,|1||23|,22,0,1,3,143188,122548,7061,0,0,10,T1_4585_tol,5,3,|2|1|3|,|23|1||,2,0,1,12,98369,8325,3236,0,0,38,T2_4585_tol,6,3,|1|3|2|,||31|2|,3,0,1,15,73326,6470,1344,0,0,45
T0_4585_tol,2,3,|1|2|3|,|1||23|,23,0,1,3,148359,127719,5171,0,0,10,T1_4585_tol,5,3,|23|1||,|23|1||,3,0,1,15,100113,10069,1744,1,3,48,T2_4585_tol,6,3,||31|2|,||31|2|,4,0,1,18,74700,7844,1374,1,4,55
T0_4585_tol,2,3,|1|23||,|1||23|,24,0,1,3,156471,135831,8112,0,0,10,T1_4585_tol,6,3,|23||1|,|31||2|,0,0,1,15,101188,0,0,0,0,48,T2_4585_tol,7,3,||1|32|,|2||31|,0,0,1,18,75503,0,0,0,0,55
T0_4585_tol,2,3,|1|2|3|,|1||23|,25,0,1,3,163044,142404,6573,0,0,10,T1_4585_tol,6,3,|2|3|1|,|31||2|,1,0,1,15,108673,7485,7485,0,0,48,T2_4585_tol,7,3,|2|1|3|,|2||31|,1,0,1,18,78080,2577,2577,0,0,55
T0_4585_tol,2,3,|1||32|,|1||23|,26,0,1,3,167287,146647,4243,0,0,10,T1_4585_tol,6,3,||32|1|,|31||2|,2,0,1,15,110950,9762,2277,0,0,48,T2_4585_tol,7,3,|23|1||,|2||31|,2,0,1,18,79967,4464,1887,0,0,55
T0_4585_tol,2,3,|1||32|,|1||23|,27,0,1,3,175638,154998,8351,0,0,10,T1_4585_tol,6,3,||32|1|,|31||2|,3,0,1,15,114587,13399,3637,0,0,48,T2_4585_tol,7,3,|2|1|3|,|2||31|,3,0,1,18,82075,6572,2108,0,0,55
T0_4585_tol,2,3,|1|2|3|,|1||23|,28,0,1,3,178763,158123,3125,0,0,10,T1_4585_tol,6,3,||3|12|,|31||2|,4,0,1,15,118520,17332,3933,0,0,48,T2_4585_tol,7,3,|2||31|,|2||31|,4,0,1,21,83622,8119,1547,1,2,63
T0_4585_tol,2,3,|13|2||,|1||23|,29,0,1,3,183696,163056,4933,0,0,10,T1_4585_tol,6,3,|3||12|,|31||2|,5,0,1,15,120200,19012,1680,0,0,48,T2_4585_tol,8,3,|2|1|3|,|3||21|,0,0,1,21,84392,0,0,0,0,63
T0_4585_tol,2,3,|13||2|,|1||23|,30,0,1,3,189789,169149,6093,0,0,10,T1_4585_tol,6,3,|3|2|1|,|31||2|,6,0,1,15,122515,21327,2315,0,0,48,T2_4585_tol,8,3,|23|1||,|3||21|,1,0,1,21,90731,6339,6339,0,0,63
