ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum,ID do teste,Nº trial,Tamanho,Estado atual,Estado final,Passos,Reinício,Tentativas,Pontuação,Abs(ms),Trial(ms),Click(ms),Sucesso,MinMov,Acum
sub,trial,size,T0_current,T0_end,T0_step,T0_reset,T0_tries,T0_score,T0_abstime,T0_trialtime,T0_clicktime,T0_done,T0_movimentos_minimos,T0_pontuacao_acumulada,sub_test1,trial_test1,size_test1,T1_current,T1_end,T1_step,T1_reset,T1_tries,T1_score,T1_abstime,T1_trialtime,T1_clicktime,T1_done,T1_movimentos_minimos,T1_pontuacao_acumulada,sub_test2,trial_test2,size_test2,T2_current,T2_end,T2_step,T2_reset,T2_tries,T2_score,T2_abstime,T2_trialtime,T2_clicktime,T2_done,T2_movimentos_minimos,T2_pontuacao_acumulada
T0_4576_tol,1,3,|32||1|,|23||1|,0,0,1,0,11295,0,0,0,0,0,T1_4576_tol,1,3,|1|3|2|,||21|3|,0,0,1,0,18725,0,0,0,0,0,T2_4576_tol,1,3,||1|32|,|32|1||,0,0,1,0,17425,0,0,0,0,0
T0_4576_tol,1,3,|3|2|1|,|23||1|,1,0,1,0,19694,8399,8399,0,0,0,T1_4576_tol,1,3,|12|3||,||21|3|,1,0,1,0,31214,12489,12489,0,0,0,T2_4576_tol,1,3,||12|3|,|32|1||,1,0,1,0,23899,6474,6474,0,0,0
T0_4576_tol,1,3,||2|13|,|23||1|,2,0,1,0,34431,23136,14737,0,0,0,T1_4576_tol,1,3,|12|3||,||21|3|,2,0,1,0,31999,13274,785,0,0,0,T2_4576_tol,1,3,|3|12||,|32|1||,2,0,1,0,25976,8551,2077,0,0,0
T0_4576_tol,1,3,|2||13|,|23||1|,3,0,1,0,37590,26295,3159,0,0,0,T1_4576_tol,1,3,|12|3||,||21|3|,3,0,1,0,34750,16025,2751,0,0,0,T2_4576_tol,1,3,|32|1||,|32|1||,3,0,1,3,28286,10861,2310,1,3,10
T0_4576_tol,1,3,|23||1|,|23||1|,4,0,1,3,40593,29298,3003,1,4,10,T1_4576_tol,1,3,|12||3|,||21|3|,4,0,1,0,39600,20875,4850,0,0,0,T2_4576_tol,2,3,||3|21|,|13|2||,0,0,1,3,31564,0,0,0,0,10
T0_4576_tol,2,3,|3|1|2|,|23|1||,0,0,1,3,63237,0,0,0,0,10,T1_4576_tol,1,3,|1|2|3|,||21|3|,5,0,1,0,45301,26576,5701,0,0,0,T2_4576_tol,2,3,|1|3|2|,|13|2||,1,0,1,3,40640,9076,9076,0,0,10
T0_4576_tol,2,3,||13|2|,|23|1||,1,0,1,3,71797,8560,8560,0,0,10,T1_4576_tol,1,3,||21|3|,||21|3|,6,0,1,3,47654,28929,2353,1,4,8,T2_4576_tol,2,3,|13||2|,|13|2||,2,0,1,3,42634,11070,1994,0,0,10
T0_4576_tol,2,3,|2|13||,|23|1||,2,0,1,3,74879,11642,3082,0,0,10,T1_4576_tol,2,3,|3|12||,|31|2||,0,0,1,3,82773,0,0,0,0,8,T2_4576_tol,2,3,|13|2||,|13|2||,3,0,1,6,44125,12561,1491,1,3,20
T0_4576_tol,2,3,|23|1||,|23|1||,3,0,1,6,76771,13534,1892,1,3,20,T1_4576_tol,2,3,|3|1|2|,|31|2||,1,0,1,3,88965,6192,6192,0,0,8,T2_4576_tol,3,3,|3|12||,||23|1|,0,0,1,6,45258,0,0,0,0,20
T0_4576_tol,3,3,|3||12|,|||123|,0,0,1,6,79350,0,0,0,0,20,T1_4576_tol,2,3,|31||2|,|31|2||,2,0,1,3,90698,7925,1733,0,0,8,T2_4576_tol,3,3,|32|1||,||23|1|,1,0,1,6,53608,8350,8350,0,0,20
T0_4576_tol,3,3,|||123|,|||123|,1,0,1,9,87278,7928,7928,1,1,30,T1_4576_tol,2,3,|31|2||,|31|2||,3,0,1,6,92395,9622,1697,1,3,18,T2_4576_tol,3,3,|32||1|,||23|1|,2,0,1,6,54770,9512,1162,0,0,20
T0_4576_tol,4,3,|312|||,|23|1||,0,0,1,9,89283,0,0,0,0,30,T1_4576_tol,3,3,|132|||,||13|2|,0,0,1,6,93900,0,0,0,0,18,T2_4576_tol,3,3,|3|2|1|,||23|1|,3,0,1,6,57033,11775,2263,0,0,20
T0_4576_tol,4,3,|31||2|,|23|1||,1,0,1,9,96214,6931,6931,0,0,30,T1_4576_tol,3,3,|13||2|,||13|2|,1,0,1,6,97330,3430,3430,0,0,18,T2_4576_tol,3,3,||23|1|,||23|1|,4,0,1,9,58130,12872,1097,1,4,30
T0_4576_tol,4,3,|3|1|2|,|23|1||,2,0,1,9,98066,8783,1852,0,0,30,T1_4576_tol,3,3,|1||23|,||13|2|,2,0,1,6,99596,5696,2266,0,0,18,T2_4576_tol,4,3,||2|13|,|12|3||,0,0,1,9,60699,0,0,0,0,30
T0_4576_tol,4,3,||13|2|,|23|1||,3,0,1,9,103020,13737,4954,0,0,30,T1_4576_tol,3,3,||1|23|,||13|2|,3,0,1,6,100810,6910,1214,0,0,18,T2_4576_tol,4,3,||23|1|,|12|3||,1,0,1,9,68290,7591,7591,0,0,30
T0_4576_tol,4,3,|2|13||,|23|1||,4,0,1,9,105406,16123,2386,0,0,30,T1_4576_tol,3,3,||13|2|,||13|2|,4,0,1,9,102018,8118,1208,1,4,28,T2_4576_tol,4,3,|1|23||,|12|3||,2,0,1,9,69492,8793,1202,0,0,30
T0_4576_tol,4,3,|23|1||,|23|1||,5,0,1,12,108246,18963,2840,1,5,40,T1_4576_tol,4,3,|2|3|1|,|23||1|,0,0,1,9,103529,0,0,0,0,28,T2_4576_tol,4,3,|1|2|3|,|12|3||,3,0,1,9,71256,10557,1764,0,0,30
T0_4576_tol,5,3,||3|12|,|2|3|1|,0,0,1,12,110919,0,0,0,0,40,T1_4576_tol,4,3,|2||13|,|23||1|,1,0,1,9,110081,6552,6552,0,0,28,T2_4576_tol,4,3,|12||3|,|12|3||,4,0,1,9,72465,11766,1209,0,0,30
T0_4576_tol,5,3,|2|3|1|,|2|3|1|,1,0,1,15,115668,4749,4749,1,1,50,T1_4576_tol,4,3,|2||13|,|23||1|,2,0,1,9,114630,11101,4549,0,0,28,T2_4576_tol,4,3,|12|3||,|12|3||,5,0,1,12,73638,12939,1173,1,5,40
T0_4576_tol,6,3,|12||3|,|32|1||,0,0,1,15,117768,0,0,0,0,50,T1_4576_tol,4,3,|23||1|,|23||1|,3,0,1,12,116519,12990,1889,1,1,36,T2_4576_tol,5,3,||23|1|,||3|12|,0,0,1,12,74929,0,0,0,0,40
T0_4576_tol,6,3,|1|2|3|,|32|1||,1,0,1,15,127293,9525,9525,0,0,50,T1_4576_tol,5,3,||32|1|,|23|1||,0,0,1,12,117448,0,0,0,0,36,T2_4576_tol,5,3,|3|2|1|,||3|12|,1,0,1,12,77609,2680,2680,0,0,40
T0_4576_tol,6,3,||21|3|,|32|1||,2,0,1,15,132358,14590,5065,0,0,50,T1_4576_tol,5,3,|2|3|1|,|23|1||,1,0,1,12,121668,4220,4220,0,0,36,T2_4576_tol,5,3,|3||12|,||3|12|,2,0,1,12,78971,4042,1362,0,0,40
T0_4576_tol,6,3,|3|21||,|32|1||,3,0,1,15,134916,17148,2558,0,0,50,T1_4576_tol,5,3,|23||1|,|23|1||,2,0,1,12,122815,5367,1147,0,0,36,T2_4576_tol,5,3,||3|12|,||3|12|,3,0,1,15,80027,5098,1056,1,3,50
T0_4576_tol,6,3,|3|2|1|,|32|1||,4,0,1,15,138118,20350,3202,0,0,50,T1_4576_tol,5,3,|23|1||,|23|1||,3,0,1,15,123833,6385,1018,1,3,46,T2_4576_tol,6,3,|3|2|1|,|31||2|,0,0,1,15,81774,0,0,0,0,50
T0_4576_tol,6,3,|32||1|,|32|1||,5,0,1,15,140819,23051,2701,0,0,50,T1_4576_tol,6,3,||31|2|,||23|1|,0,0,1,15,126391,0,0,0,0,46,T2_4576_tol,6,3,|31|2||,|31||2|,1,0,1,15,87524,5750,5750,0,0,50
