sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done,movimentos_minimos,pontuacao_acumulada
T2_4568_Tol,1,3,|3|12||,|23||1|,0,0,1,0,16520,0,0,0,0,0
T2_4568_Tol,1,3,||12|3|,|23||1|,1,0,1,0,21796,5276,5276,0,0,0
T2_4568_Tol,1,3,|2|1|3|,|23||1|,2,0,1,0,22672,6152,876,0,0,0
T2_4568_Tol,1,3,|23|1||,|23||1|,3,0,1,0,24406,7886,1734,0,0,0
T2_4568_Tol,1,3,|23||1|,|23||1|,4,0,1,3,25814,9294,1408,1,4,10
T2_4568_Tol,2,3,|23|1||,|2|31||,0,0,1,3,28036,0,0,0,0,10
T2_4568_Tol,2,3,|23||1|,|2|31||,1,0,1,3,33588,5552,5552,0,0,10
T2_4568_Tol,2,3,|2|3|1|,|2|31||,2,0,1,3,34375,6339,787,0,0,10
T2_4568_Tol,2,3,|2|31||,|2|31||,3,0,1,6,35318,7282,943,1,3,20
T2_4568_Tol,3,3,|1|3|2|,|2||13|,0,0,1,6,36019,0,0,0,0,20
T2_4568_Tol,3,3,|1|32||,|2||13|,1,0,1,6,41665,5646,5646,0,0,20
T2_4568_Tol,3,3,||32|1|,|2||13|,2,0,1,6,42707,6688,1042,0,0,20
T2_4568_Tol,3,3,|2|3|1|,|2||13|,3,0,1,6,44219,8200,1512,0,0,20
T2_4568_Tol,3,3,|2||13|,|2||13|,4,0,1,9,44806,8787,587,1,4,30
T2_4568_Tol,4,3,|2|1|3|,|1|3|2|,0,0,1,9,45945,0,0,0,0,30
T2_4568_Tol,4,3,|2|13||,|1|3|2|,1,0,1,9,49946,4001,4001,0,0,30
T2_4568_Tol,4,3,||13|2|,|1|3|2|,2,0,1,9,50615,4670,669,0,0,30
T2_4568_Tol,4,3,||1|23|,|1|3|2|,3,0,1,9,52189,6244,1574,0,0,30
T2_4568_Tol,4,3,|1||23|,|1|3|2|,4,0,1,9,52944,6999,755,0,0,30
T2_4568_Tol,4,3,|1|3|2|,|1|3|2|,5,0,1,12,53624,7679,680,1,5,40
T2_4568_Tol,5,3,|3|21||,|||123|,0,0,1,12,54332,0,0,0,0,40
T2_4568_Tol,5,3,|3|2|1|,|||123|,1,0,1,12,58109,3777,3777,0,0,40
T2_4568_Tol,5,3,|3||12|,|||123|,2,0,1,12,58788,4456,679,0,0,40
T2_4568_Tol,5,3,|||123|,|||123|,3,0,1,15,59565,5233,777,1,3,50
T2_4568_Tol,6,3,|3|1|2|,|3|21||,0,0,1,15,60036,0,0,0,0,50
T2_4568_Tol,6,3,|31||2|,|3|21||,1,0,1,15,64285,4249,4249,0,0,50
T2_4568_Tol,6,3,|31|2||,|3|21||,2,0,1,15,65019,4983,734,0,0,50
T2_4568_Tol,6,3,|3|21||,|3|21||,3,0,1,18,65692,5656,673,1,3,60
T2_4568_Tol,7,3,|2|31||,||321||,0,0,1,18,66168,0,0,0,0,60
T2_4568_Tol,7,3,|2|3|1|,||321||,1,0,1,18,69737,3569,3569,0,0,60
T2_4568_Tol,7,3,||32|1|,||321||,2,0,1,18,70415,4247,678,0,0,60
T2_4568_Tol,7,3,||32|1|,||321||,3,0,1,18,71032,4864,617,0,0,60
T2_4568_Tol,7,3,||321||,||321||,4,0,1,21,72101,5933,1069,1,3,69
T2_4568_Tol,8,3,|||312|,|1|32||,0,0,1,21,72642,0,0,0,0,69
T2_4568_Tol,8,3,|2||31|,|1|32||,1,0,1,21,75618,2976,2976,0,0,69
T2_4568_Tol,8,3,|21||3|,|1|32||,2,0,1,21,76514,3872,896,0,0,69
T2_4568_Tol,8,3,|21|3||,|1|32||,3,0,1,21,77396,4754,882,0,0,69
T2_4568_Tol,8,3,|2|3|1|,|1|32||,4,0,1,21,78888,6246,1492,0,0,69
T2_4568_Tol,8,3,||32|1|,|1|32||,5,0,1,21,79589,6947,701,0,0,69
T2_4568_Tol,8,3,|1|32||,|1|32||,6,0,1,24,81207,8565,1618,1,5,78
T2_4568_Tol,9,4,|2|3|14|,|3|1|42|,0,0,1,24,81836,0,0,0,0,78
T2_4568_Tol,9,4,|2|34|1|,|3|1|42|,1,0,1,24,84251,2415,2415,0,0,78
T2_4568_Tol,9,4,|21|34||,|3|1|42|,2,0,1,24,84998,3162,747,0,0,78
T2_4568_Tol,9,4,|21|3|4|,|3|1|42|,3,0,1,24,85621,3785,623,0,0,78
T2_4568_Tol,9,4,|2|31|4|,|3|1|42|,4,0,1,24,87565,5729,1944,0,0,78
T2_4568_Tol,9,4,||31|42|,|3|1|42|,5,0,1,24,88601,6765,1036,0,0,78
T2_4568_Tol,9,4,||3|421|,|3|1|42|,6,0,1,24,90803,8967,2202,0,0,78
T2_4568_Tol,9,4,|3||421|,|3|1|42|,7,0,1,24,91591,9755,788,0,0,78
T2_4568_Tol,9,4,|3|1|42|,|3|1|42|,8,0,1,27,92403,10567,812,1,7,87
T2_4568_Tol,10,4,|4|132||,||41|32|,0,0,1,27,92879,0,0,0,0,87
T2_4568_Tol,10,4,|4|13|2|,||41|32|,1,0,1,27,96376,3497,3497,0,0,87
T2_4568_Tol,10,4,|42|13||,||41|32|,2,0,1,27,98761,5882,2385,0,0,87
T2_4568_Tol,10,4,|42|1|3|,||41|32|,3,0,1,27,99742,6863,981,0,0,87
T2_4568_Tol,10,4,|4|1|32|,||41|32|,4,0,1,27,101026,8147,1284,0,0,87
T2_4568_Tol,10,4,|4||321|,||41|32|,5,0,1,27,102553,9674,1527,0,0,87
T2_4568_Tol,10,4,||4|321|,||41|32|,6,0,1,27,103178,10299,625,0,0,87
T2_4568_Tol,10,4,||41|32|,||41|32|,7,0,1,30,103912,11033,734,1,6,96
T2_4568_Tol,11,4,|21|4|3|,|14|3|2|,0,0,1,30,104327,0,0,0,0,96
T2_4568_Tol,11,4,|21|43||,|14|3|2|,1,0,1,30,108164,3837,3837,0,0,96
T2_4568_Tol,11,4,|2|431||,|14|3|2|,2,0,1,30,108974,4647,810,0,0,96
T2_4568_Tol,11,4,||431|2|,|14|3|2|,3,0,1,30,109655,5328,681,0,0,96
T2_4568_Tol,11,4,|1|43|2|,|14|3|2|,4,0,1,30,113100,8773,3445,0,0,96
T2_4568_Tol,11,4,|1|4|23|,|14|3|2|,5,0,1,30,113837,9510,737,0,0,96
T2_4568_Tol,11,4,|14||23|,|14|3|2|,6,0,1,30,114669,10342,832,0,0,96
T2_4568_Tol,11,4,|14|3|2|,|14|3|2|,7,0,1,33,115343,11016,674,1,7,106
T2_4568_Tol,12,4,|3|12|4|,|432||1|,0,0,1,33,115819,0,0,0,0,106
T2_4568_Tol,12,4,|34|12||,|432||1|,1,0,1,33,120566,4747,4747,0,0,106
T2_4568_Tol,12,4,|342|1||,|432||1|,2,0,1,33,121067,5248,501,0,0,106
T2_4568_Tol,12,4,|342||1|,|432||1|,3,0,1,33,121685,5866,618,0,0,106
T2_4568_Tol,12,4,|34||12|,|432||1|,4,0,1,33,125051,9232,3366,0,0,106
T2_4568_Tol,12,4,|3||124|,|432||1|,5,0,1,33,126027,10208,976,0,0,106
T2_4568_Tol,12,4,||3|124|,|432||1|,6,0,1,33,127108,11289,1081,0,0,106
T2_4568_Tol,12,4,|4|3|12|,|432||1|,7,0,1,33,128017,12198,909,0,0,106
T2_4568_Tol,12,4,|43||12|,|432||1|,8,0,1,33,128722,12903,705,0,0,106
T2_4568_Tol,12,4,|432||1|,|432||1|,9,0,1,36,129613,13794,891,1,5,112
T2_4568_Tol,13,4,||32|41|,|2|34|1|,0,0,1,36,130079,0,0,0,0,112
T2_4568_Tol,13,4,|2|3|41|,|2|34|1|,1,0,1,36,132020,1941,1941,0,0,112
T2_4568_Tol,13,4,|21|3|4|,|2|34|1|,2,0,1,36,134553,4474,2533,0,0,112
T2_4568_Tol,13,4,|21|34||,|2|34|1|,3,0,1,36,135385,5306,832,0,0,112
T2_4568_Tol,13,4,|2|34|1|,|2|34|1|,4,0,1,39,136253,6174,868,1,4,122
T2_4568_Tol,14,4,|3|41|2|,|3|1|24|,0,0,1,39,136661,0,0,0,0,122
T2_4568_Tol,14,4,|31|4|2|,|3|1|24|,1,0,1,39,140919,4258,4258,0,0,122
T2_4568_Tol,14,4,|31||24|,|3|1|24|,2,0,1,39,141567,4906,648,0,0,122
T2_4568_Tol,14,4,|3|1|24|,|3|1|24|,3,0,1,42,142386,5725,819,1,3,132
T2_4568_Tol,15,4,|432|1||,|4|312||,0,0,1,42,142780,0,0,0,0,132
T2_4568_Tol,15,4,|432||1|,|4|312||,1,0,1,42,145028,2248,2248,0,0,132
T2_4568_Tol,15,4,|43||12|,|4|312||,2,0,1,42,145854,3074,826,0,0,132
T2_4568_Tol,15,4,|4|3|12|,|4|312||,3,0,1,42,146747,3967,893,0,0,132
T2_4568_Tol,15,4,|42|3|1|,|4|312||,4,0,1,42,148327,5547,1580,0,0,132
T2_4568_Tol,15,4,|42|31||,|4|312||,5,0,1,42,148981,6201,654,0,0,132
T2_4568_Tol,15,4,|4|312||,|4|312||,6,0,1,45,150170,7390,1189,1,5,141
T2_4568_Tol,16,4,|21||34|,|12|3|4|,0,0,1,45,150700,0,0,0,0,141
T2_4568_Tol,16,4,|214||3|,|12|3|4|,1,0,1,45,152675,1975,1975,0,0,141
T2_4568_Tol,16,4,|214|3||,|12|3|4|,2,0,1,45,153807,3107,1132,0,0,141
T2_4568_Tol,16,4,|21|3|4|,|12|3|4|,3,0,1,45,154923,4223,1116,0,0,141
T2_4568_Tol,16,4,|2|3|41|,|12|3|4|,4,0,1,45,156462,5762,1539,0,0,141
T2_4568_Tol,16,4,||32|41|,|12|3|4|,5,0,1,45,157825,7125,1363,0,0,141
T2_4568_Tol,16,4,|1|32|4|,|12|3|4|,6,0,1,45,158502,7802,677,0,0,141
T2_4568_Tol,16,4,|12|3|4|,|12|3|4|,7,0,1,48,159178,8478,676,1,7,151
T2_4568_Tol,17,5,|2|3|154|,|34|215||,0,0,1,48,159649,0,0,0,0,151
T2_4568_Tol,17,5,||3|1542|,|34|215||,1,0,1,48,164164,4515,4515,0,0,151
T2_4568_Tol,17,5,|3||1542|,|34|215||,2,0,1,48,164682,5033,518,0,0,151
T2_4568_Tol,17,5,|3|2|154|,|34|215||,3,0,1,48,165965,6316,1283,0,0,151
T2_4568_Tol,17,5,|34|2|15|,|34|215||,4,0,1,48,166819,7170,854,0,0,151
T2_4568_Tol,17,5,|342||15|,|34|215||,5,0,1,48,170505,10856,3686,0,0,151
T2_4568_Tol,17,5,|34|2|15|,|34|215||,6,0,1,48,172291,12642,1786,0,0,151
T2_4568_Tol,17,5,|345|2|1|,|34|215||,7,0,1,48,173782,14133,1491,0,0,151
T2_4568_Tol,17,5,|345|21||,|34|215||,8,0,1,48,174434,14785,652,0,0,151
T2_4568_Tol,17,5,|34|215||,|34|215||,9,0,1,51,175013,15364,579,1,7,159
T2_4568_Tol,18,5,|3|2|451|,|23|5|41|,0,0,1,51,175555,0,0,0,0,159
T2_4568_Tol,18,5,||2|4513|,|23|5|41|,1,0,1,51,178548,2993,2993,0,0,159
T2_4568_Tol,18,5,|2||4513|,|23|5|41|,2,0,1,51,179130,3575,582,0,0,159
T2_4568_Tol,18,5,|23||451|,|23|5|41|,3,0,1,51,180793,5238,1663,0,0,159
T2_4568_Tol,18,5,|231||45|,|23|5|41|,4,0,1,51,182266,6711,1473,0,0,159
T2_4568_Tol,18,5,|231|5|4|,|23|5|41|,5,0,1,51,182936,7381,670,0,0,159
T2_4568_Tol,18,5,|23|5|41|,|23|5|41|,6,0,1,54,183790,8235,854,1,6,169
T2_4568_Tol,19,5,||45|321|,|15|432||,0,0,1,54,184210,0,0,0,0,169
T2_4568_Tol,19,5,|1|45|32|,|15|432||,1,0,1,54,186971,2761,2761,0,0,169
T2_4568_Tol,19,5,|15|4|32|,|15|432||,2,0,1,54,187668,3458,697,0,0,169
T2_4568_Tol,19,5,|152|4|3|,|15|432||,3,0,1,54,189662,5452,1994,0,0,169
T2_4568_Tol,19,5,|152|43||,|15|432||,4,0,1,54,190403,6193,741,0,0,169
T2_4568_Tol,19,5,|15|432||,|15|432||,5,0,1,57,191035,6825,632,1,5,179
T2_4568_Tol,20,5,|1324|5||,|12|35|4|,0,0,1,57,191470,0,0,0,0,179
T2_4568_Tol,20,5,|132|5|4|,|12|35|4|,1,0,1,57,193370,1900,1900,0,0,179
T2_4568_Tol,20,5,|132||45|,|12|35|4|,2,0,1,57,195785,4315,2415,0,0,179
T2_4568_Tol,20,5,|13||452|,|12|35|4|,3,0,1,57,196562,5092,777,0,0,179
T2_4568_Tol,20,5,|1|3|452|,|12|35|4|,4,0,1,57,197229,5759,667,0,0,179
T2_4568_Tol,20,5,|12|3|45|,|12|35|4|,5,0,1,57,198699,7229,1470,0,0,179
T2_4568_Tol,20,5,|12|35|4|,|12|35|4|,6,0,1,60,199803,8333,1104,1,6,189
T2_4568_Tol,21,5,|4|52|13|,|24|5|13|,0,0,1,60,200208,0,0,0,0,189
T2_4568_Tol,21,5,||52|134|,|24|5|13|,1,0,1,60,203764,3556,3556,0,0,189
T2_4568_Tol,21,5,|2|5|134|,|24|5|13|,2,0,1,60,204866,4658,1102,0,0,189
T2_4568_Tol,21,5,|24|5|13|,|24|5|13|,3,0,1,63,205771,5563,905,1,3,199
T2_4568_Tol,22,5,||35|241|,|5||3214|,0,0,1,63,207222,0,0,0,0,199
T2_4568_Tol,22,5,|5|3|241|,|5||3214|,1,0,1,63,208982,1760,1760,0,0,199
T2_4568_Tol,22,5,|51|3|24|,|5||3214|,2,0,1,63,211805,4583,2823,0,0,199
T2_4568_Tol,22,5,|514|3|2|,|5||3214|,3,0,1,63,212672,5450,867,0,0,199
T2_4568_Tol,22,5,|5142|3||,|5||3214|,4,0,1,63,213496,6274,824,0,0,199
T2_4568_Tol,22,5,|514|3|2|,|5||3214|,5,0,1,63,214206,6984,710,0,0,199
T2_4568_Tol,22,5,|5142|3||,|5||3214|,6,0,1,63,215317,8095,1111,0,0,199
T2_4568_Tol,22,5,|5142||3|,|5||3214|,7,0,1,63,215876,8654,559,0,0,199
T2_4568_Tol,22,5,|514||32|,|5||3214|,8,0,1,63,217772,10550,1896,0,0,199
T2_4568_Tol,22,5,|51|4|32|,|5||3214|,9,0,1,63,219318,12096,1546,0,0,199
T2_4568_Tol,22,5,|5|4|321|,|5||3214|,10,0,1,63,220058,12836,740,0,0,199
T2_4568_Tol,22,5,|5||3214|,|5||3214|,11,0,1,66,223397,16175,3339,1,9,207
T2_4568_Tol,23,5,|5|13|24|,|2351|4||,0,0,1,66,223993,0,0,0,0,207
T2_4568_Tol,23,5,|5|1|243|,|2351|4||,1,0,1,66,226400,2407,2407,0,0,207
T2_4568_Tol,23,5,|53|1|24|,|2351|4||,2,0,1,66,227493,3500,1093,0,0,207
T2_4568_Tol,23,5,|53|1|24|,|2351|4||,3,0,1,66,229523,5530,2030,0,0,207
T2_4568_Tol,23,5,|531||24|,|2351|4||,4,0,1,66,230742,6749,1219,0,0,207
T2_4568_Tol,23,5,|531|4|2|,|2351|4||,5,0,1,66,231429,7436,687,0,0,207
T2_4568_Tol,23,5,|53|41|2|,|2351|4||,6,0,1,66,234694,10701,3265,0,0,207
T2_4568_Tol,23,5,|5|413|2|,|2351|4||,7,0,1,66,235293,11300,599,0,0,207
T2_4568_Tol,23,5,||4135|2|,|2351|4||,8,0,1,66,236014,12021,721,0,0,207
T2_4568_Tol,23,5,|2|4135||,|2351|4||,9,0,1,66,236769,12776,755,0,0,207
T2_4568_Tol,23,5,|2|413|5|,|2351|4||,10,0,1,66,237913,13920,1144,0,0,207
T2_4568_Tol,23,5,|23|41|5|,|2351|4||,11,0,1,66,238557,14564,644,0,0,207
T2_4568_Tol,23,5,|235|41||,|2351|4||,12,0,1,66,240193,16200,1636,0,0,207
T2_4568_Tol,23,5,|2351|4||,|2351|4||,13,0,1,69,241067,17074,874,1,9,213
T2_4568_Tol,24,5,|2|1|435|,|5|32|14|,0,0,1,69,241560,0,0,0,0,213
T2_4568_Tol,24,5,|25|1|43|,|5|32|14|,1,0,1,69,245876,4316,4316,0,0,213
T2_4568_Tol,24,5,|251||43|,|5|32|14|,2,0,1,69,247587,6027,1711,0,0,213
T2_4568_Tol,24,5,|251|3|4|,|5|32|14|,3,0,1,69,248238,6678,651,0,0,213
T2_4568_Tol,24,5,|25|3|41|,|5|32|14|,4,0,1,69,249346,7786,1108,0,0,213
T2_4568_Tol,24,5,|2|3|415|,|5|32|14|,5,0,1,69,250616,9056,1270,0,0,213
T2_4568_Tol,24,5,||32|415|,|5|32|14|,6,0,1,69,251604,10044,988,0,0,213
T2_4568_Tol,24,5,|5|32|41|,|5|32|14|,7,0,1,69,252749,11189,1145,0,0,213
T2_4568_Tol,24,5,|5|321|4|,|5|32|14|,8,0,1,69,253940,12380,1191,0,0,213
T2_4568_Tol,24,5,|54|321||,|5|32|14|,9,0,1,69,254829,13269,889,0,0,213
T2_4568_Tol,24,5,|54|32|1|,|5|32|14|,10,0,1,69,255472,13912,643,0,0,213
T2_4568_Tol,24,5,|5|32|14|,|5|32|14|,11,0,1,72,256260,14700,788,1,9,221
