sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done,movimentos_minimos,pontuacao_acumulada
T0_4586_tol,1,3,|3|12||,|21|3||,0,0,1,0,50595,0,0,0,0,0
T0_4586_tol,1,3,|32|1||,|21|3||,1,0,1,0,64518,13923,13923,0,0,0
T0_4586_tol,1,3,|3|12||,|21|3||,2,0,1,0,83519,32924,19001,0,0,0
T0_4586_tol,1,3,|3|12||,|21|3||,3,0,1,0,85956,35361,2437,0,0,0
T0_4586_tol,1,3,|32|1||,|21|3||,4,0,1,0,93804,43209,7848,0,0,0
T0_4586_tol,1,3,|321|||,|21|3||,5,0,1,0,98544,47949,4740,0,0,0
T0_4586_tol,1,3,|32|1||,|21|3||,6,0,1,0,101351,50756,2807,0,0,0
T0_4586_tol,1,3,|32|1||,|21|3||,7,0,1,0,120880,70285,19529,0,0,0
T0_4586_tol,1,3,|3|1|2|,|21|3||,8,0,1,0,127263,76668,6383,0,0,0
T0_4586_tol,1,3,||13|2|,|21|3||,9,0,1,0,131290,80695,4027,0,0,0
T0_4586_tol,1,3,|2|13||,|21|3||,10,0,1,0,133140,82545,1850,0,0,0
T0_4586_tol,1,3,|2|1|3|,|21|3||,11,0,1,0,136355,85760,3215,0,0,0
T0_4586_tol,1,3,|21||3|,|21|3||,12,0,1,0,138241,87646,1886,0,0,0
T0_4586_tol,1,3,|21|3||,|21|3||,13,0,1,3,139844,89249,1603,1,4,1
T0_4586_tol,2,3,||13|2|,|12|3||,0,0,1,3,145397,0,0,0,0,1
T0_4586_tol,2,3,||1|23|,|12|3||,1,0,1,3,154177,8780,8780,0,0,1
T0_4586_tol,2,3,|1||23|,|12|3||,2,0,1,3,155621,10224,1444,0,0,1
T0_4586_tol,2,3,|1|3|2|,|12|3||,3,0,1,3,159392,13995,3771,0,0,1
T0_4586_tol,2,3,|12|3||,|12|3||,4,0,1,6,160876,15479,1484,1,4,11
T0_4586_tol,3,3,|||123|,|3||12|,0,0,1,6,162310,0,0,0,0,11
T0_4586_tol,3,3,|3||12|,|3||12|,1,0,1,9,169286,6976,6976,1,1,21
T0_4586_tol,4,3,||1|32|,|3|2|1|,0,0,1,9,170267,0,0,0,0,21
T0_4586_tol,4,3,||12|3|,|3|2|1|,1,0,1,9,178037,7770,7770,0,0,21
T0_4586_tol,4,3,|3|12||,|3|2|1|,2,0,1,9,179341,9074,1304,0,0,21
T0_4586_tol,4,3,|3|1|2|,|3|2|1|,3,0,1,9,182321,12054,2980,0,0,21
T0_4586_tol,4,3,|31||2|,|3|2|1|,4,0,1,9,184455,14188,2134,0,0,21
T0_4586_tol,4,3,|31|2||,|3|2|1|,5,0,1,9,186353,16086,1898,0,0,21
T0_4586_tol,4,3,|3|2|1|,|3|2|1|,6,0,1,12,187683,17416,1330,1,5,30
T0_4586_tol,5,3,||2|13|,|3|1|2|,0,0,1,12,188638,0,0,0,0,30
T0_4586_tol,5,3,|3|2|1|,|3|1|2|,1,0,1,12,192269,3631,3631,0,0,30
T0_4586_tol,5,3,|31|2||,|3|1|2|,2,0,1,12,194112,5474,1843,0,0,30
T0_4586_tol,5,3,|31||2|,|3|1|2|,3,0,1,12,195321,6683,1209,0,0,30
T0_4586_tol,5,3,|3|1|2|,|3|1|2|,4,0,1,15,196406,7768,1085,1,4,40
T0_4586_tol,6,3,|23||1|,||2|13|,0,0,1,15,197282,0,0,0,0,40
T0_4586_tol,6,3,|2||13|,||2|13|,1,0,1,15,201546,4264,4264,0,0,40
T0_4586_tol,6,3,||2|13|,||2|13|,2,0,1,18,202807,5525,1261,1,2,50
T0_4586_tol,7,3,|3|21||,||23|1|,0,0,1,18,203660,0,0,0,0,50
T0_4586_tol,7,3,|3|2|1|,||23|1|,1,0,1,18,206787,3127,3127,0,0,50
T0_4586_tol,7,3,||23|1|,||23|1|,2,0,1,21,208080,4420,1293,1,2,60
T0_4586_tol,8,3,||213||,|1|23||,0,0,1,21,208727,0,0,0,0,60
T0_4586_tol,8,3,||21|3|,|1|23||,1,0,1,21,216387,7660,7660,0,0,60
T0_4586_tol,8,3,|1|2|3|,|1|23||,2,0,1,21,217461,8734,1074,0,0,60
T0_4586_tol,8,3,|1|23||,|1|23||,3,0,1,24,218550,9823,1089,1,3,70
T0_4586_tol,9,4,|4|21|3|,||13|24|,0,0,1,24,219476,0,0,0,0,70
T0_4586_tol,9,4,|43|21||,||13|24|,1,0,1,24,228409,8933,8933,0,0,70
T0_4586_tol,9,4,|431|2||,||13|24|,2,0,1,24,229421,9945,1012,0,0,70
T0_4586_tol,9,4,|431||2|,||13|24|,3,0,1,24,230568,11092,1147,0,0,70
