sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done
T1_4579_tol,1,3,|2||31|,||2|13|,0,0,1,0,27762,0,0,0
T1_4579_tol,1,3,||2|31|,||2|13|,1,0,1,0,33410,5648,5648,0
T1_4579_tol,1,3,|1|2|3|,||2|13|,2,0,1,0,37781,10019,4371,0
T1_4579_tol,1,3,|1|23||,||2|13|,3,0,1,0,38929,11167,1148,0
T1_4579_tol,1,3,||23|1|,||2|13|,4,0,1,0,40826,13064,1897,0
T1_4579_tol,1,3,||2|13|,||2|13|,5,0,1,3,41840,14078,1014,1
T1_4579_tol,2,3,||2|31|,||13|2|,0,0,1,3,46618,0,0,0
T1_4579_tol,2,3,|2||31|,||13|2|,1,0,1,3,51976,5358,5358,0
T1_4579_tol,2,3,|2|1|3|,||13|2|,2,0,1,3,53694,7076,1718,0
T1_4579_tol,2,3,|2|13||,||13|2|,3,0,1,3,54578,7960,884,0
T1_4579_tol,2,3,||13|2|,||13|2|,4,0,1,6,55510,8892,932,1
T1_4579_tol,3,3,|3|21||,|1|32||,0,0,1,6,57683,0,0,0
T1_4579_tol,3,3,|3|2|1|,|1|32||,1,0,1,6,65748,8065,8065,0
T1_4579_tol,3,3,|3|2|1|,|1|32||,2,0,1,6,68814,11131,3066,0
T1_4579_tol,3,3,|32||1|,|1|32||,3,0,1,6,69917,12234,1103,0
T1_4579_tol,3,3,|32|1||,|1|32||,4,0,1,6,72160,14477,2243,0
T1_4579_tol,3,3,|3|1|2|,|1|32||,5,0,1,6,77723,20040,5563,0
T1_4579_tol,3,3,||1|23|,|1|32||,6,0,1,6,79320,21637,1597,0
T1_4579_tol,3,3,|1||23|,|1|32||,7,0,1,6,80189,22506,869,0
T1_4579_tol,3,3,|1||23|,|1|32||,8,0,1,6,81193,23510,1004,0
T1_4579_tol,3,3,|1|3|2|,|1|32||,9,0,1,6,82378,24695,1185,0
T1_4579_tol,3,3,|1|32||,|1|32||,10,0,1,9,83231,25548,853,1
T1_4579_tol,4,3,|1|2|3|,||1|32|,0,0,1,9,86522,0,0,0
T1_4579_tol,4,3,|1||32|,||1|32|,1,0,1,9,89539,3017,3017,0
T1_4579_tol,4,3,||1|32|,||1|32|,2,0,1,12,90456,3934,917,1
T1_4579_tol,5,3,|3|2|1|,|132|||,0,0,1,12,92885,0,0,0
T1_4579_tol,5,3,||2|13|,|132|||,1,0,1,12,97307,4422,4422,0
