sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done
T0_4581_tol,1,3,|||321|,||2|13|,0,0,1,0,8691,0,0,0
T0_4581_tol,1,3,|||321|,||2|13|,1,0,1,0,13754,5063,5063,0
T0_4581_tol,1,3,|||321|,||2|13|,2,0,1,0,15575,6884,1821,0
T0_4581_tol,1,3,||1|32|,||2|13|,3,0,1,0,20899,12208,5324,0
T0_4581_tol,1,3,|1||32|,||2|13|,4,0,1,0,22394,13703,1495,0
T0_4581_tol,1,3,|1|2|3|,||2|13|,5,0,1,0,23676,14985,1282,0
T0_4581_tol,1,3,|1|23||,||2|13|,6,0,1,0,26243,17552,2567,0
T0_4581_tol,1,3,||23|1|,||2|13|,7,0,1,0,27271,18580,1028,0
T0_4581_tol,1,3,||2|13|,||2|13|,8,0,1,3,28481,19790,1210,1
T0_4581_tol,2,3,|13||2|,|12|3||,0,0,1,3,30845,0,0,0
T0_4581_tol,2,3,|1|3|2|,|12|3||,1,0,1,3,35080,4235,4235,0
T0_4581_tol,2,3,|12|3||,|12|3||,2,0,1,6,37042,6197,1962,1
T0_4581_tol,3,3,|23||1|,||1|32|,0,0,1,6,38936,0,0,0
T0_4581_tol,3,3,|23|1||,||1|32|,1,0,1,6,41861,2925,2925,0
T0_4581_tol,3,3,|2|13||,||1|32|,2,0,1,6,42885,3949,1024,0
T0_4581_tol,3,3,||13|2|,||1|32|,3,0,1,6,43807,4871,922,0
T0_4581_tol,3,3,||1|23|,||1|32|,4,0,1,6,44523,5587,716,0
T0_4581_tol,3,3,||13|2|,||1|32|,5,0,1,6,47106,8170,2583,0
T0_4581_tol,3,3,|2|13||,||1|32|,6,0,1,6,48182,9246,1076,0
T0_4581_tol,3,3,|2|1|3|,||1|32|,7,0,1,6,49392,10456,1210,0
T0_4581_tol,3,3,||1|32|,||1|32|,8,0,1,9,50431,11495,1039,1
T0_4581_tol,4,3,|1|3|2|,|23||1|,0,0,1,9,52397,0,0,0
T0_4581_tol,4,3,|1|32||,|23||1|,1,0,1,9,57313,4916,4916,0
T0_4581_tol,4,3,||32|1|,|23||1|,2,0,1,9,58229,5832,916,0
T0_4581_tol,4,3,|2|3|1|,|23||1|,3,0,1,9,59192,6795,963,0
T0_4581_tol,4,3,|23||1|,|23||1|,4,0,1,12,59866,7469,674,1
T0_4581_tol,5,3,|21|3||,|2|3|1|,0,0,1,12,60916,0,0,0
T0_4581_tol,5,3,|2|3|1|,|2|3|1|,1,0,1,15,62778,1862,1862,1
T0_4581_tol,6,3,|1|23||,|2|3|1|,0,0,1,15,64198,0,0,0
T0_4581_tol,6,3,||23|1|,|2|3|1|,1,0,1,15,67514,3316,3316,0
T0_4581_tol,6,3,||2|13|,|2|3|1|,2,0,1,15,68203,4005,689,0
T0_4581_tol,6,3,|2||13|,|2|3|1|,3,0,1,15,68863,4665,660,0
T0_4581_tol,6,3,|2|3|1|,|2|3|1|,4,0,1,18,69701,5503,838,1
T0_4581_tol,7,3,|12||3|,|3|1|2|,0,0,1,18,70295,0,0,0
T0_4581_tol,7,3,|12||3|,|3|1|2|,1,0,1,18,74213,3918,3918,0
T0_4581_tol,7,3,|123|||,|3|1|2|,2,0,1,18,75784,5489,1571,0
T0_4581_tol,7,3,|12|3||,|3|1|2|,3,0,1,18,78559,8264,2775,0
T0_4581_tol,7,3,|1|3|2|,|3|1|2|,4,0,1,18,79337,9042,778,0
T0_4581_tol,7,3,||3|21|,|3|1|2|,5,0,1,18,82089,11794,2752,0
T0_4581_tol,7,3,|3||21|,|3|1|2|,6,0,1,18,83847,13552,1758,0
T0_4581_tol,7,3,|3|1|2|,|3|1|2|,7,0,1,21,84983,14688,1136,1
T0_4581_tol,8,3,|32|1||,||3|12|,0,0,1,21,85944,0,0,0
T0_4581_tol,8,3,|32||1|,||3|12|,1,0,1,21,88204,2260,2260,0
T0_4581_tol,8,3,|3||12|,||3|12|,2,0,1,21,89779,3835,1575,0
T0_4581_tol,8,3,||3|12|,||3|12|,3,0,1,24,90629,4685,850,1
T0_4581_tol,9,4,|24|3|1|,|13|4|2|,0,0,1,24,91528,0,0,0
T0_4581_tol,9,4,|243||1|,|13|4|2|,1,0,1,24,98240,6712,6712,0
T0_4581_tol,9,4,|243|1||,|13|4|2|,2,0,1,24,99725,8197,1485,0
T0_4581_tol,9,4,|24|1|3|,|13|4|2|,3,0,1,24,101395,9867,1670,0
T0_4581_tol,9,4,|2|14|3|,|13|4|2|,4,0,1,24,102530,11002,1135,0
T0_4581_tol,9,4,||142|3|,|13|4|2|,5,0,1,24,104254,12726,1724,0
T0_4581_tol,9,4,|3|142||,|13|4|2|,6,0,1,24,105293,13765,1039,0
T0_4581_tol,9,4,|3|14|2|,|13|4|2|,7,0,1,24,106545,15017,1252,0
T0_4581_tol,9,4,|3|1|24|,|13|4|2|,8,0,1,24,107520,15992,975,0
T0_4581_tol,9,4,|31||24|,|13|4|2|,9,0,1,24,108428,16900,908,0
T0_4581_tol,9,4,|31|4|2|,|13|4|2|,10,0,1,24,109278,17750,850,0
T0_4581_tol,9,4,|3|41|2|,|13|4|2|,11,0,1,24,111586,20058,2308,0
T0_4581_tol,9,4,||41|23|,|13|4|2|,12,0,1,24,112507,20979,921,0
T0_4581_tol,9,4,|1|4|23|,|13|4|2|,13,0,1,24,113354,21826,847,0
T0_4581_tol,9,4,|13|4|2|,|13|4|2|,14,0,1,27,114484,22956,1130,1
T0_4581_tol,10,4,|2|3|14|,|43|1|2|,0,0,1,27,115520,0,0,0
T0_4581_tol,10,4,||32|14|,|43|1|2|,1,0,1,27,120174,4654,4654,0
T0_4581_tol,10,4,|4|32|1|,|43|1|2|,2,0,1,27,121024,5504,850,0
T0_4581_tol,10,4,|41|32||,|43|1|2|,3,0,1,27,123006,7486,1982,0
T0_4581_tol,10,4,|41|3|2|,|43|1|2|,4,0,1,27,123769,8249,763,0
