sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done
T0_4571_tol,1,3,|3|1|2|,|21|3||,0,0,1,0,13238,0,0,0
T0_4571_tol,1,3,||13|2|,|21|3||,1,0,1,0,20817,7579,7579,0
T0_4571_tol,1,3,|2|13||,|21|3||,2,0,1,0,22245,9007,1428,0
T0_4571_tol,1,3,|2|1|3|,|21|3||,3,0,1,0,23262,10024,1017,0
T0_4571_tol,1,3,|21||3|,|21|3||,4,0,1,0,24227,10989,965,0
T0_4571_tol,1,3,|21|3||,|21|3||,5,0,1,3,29291,16053,5064,1
T0_4571_tol,2,3,||12|3|,||31|2|,0,0,1,3,33367,0,0,0
T0_4571_tol,2,3,|3|12||,||31|2|,1,0,1,3,38306,4939,4939,0
T0_4571_tol,2,3,|3|1|2|,||31|2|,2,0,1,3,40125,6758,1819,0
T0_4571_tol,2,3,|3||21|,||31|2|,3,0,1,3,41955,8588,1830,0
T0_4571_tol,2,3,||3|21|,||31|2|,4,0,1,3,42798,9431,843,0
T0_4571_tol,2,3,||31|2|,||31|2|,5,0,1,6,43948,10581,1150,1
T0_4571_tol,3,3,|31||2|,|2|3|1|,0,0,1,6,45220,0,0,0
T0_4571_tol,3,3,|3||21|,|2|3|1|,1,0,1,6,51075,5855,5855,0
T0_4571_tol,3,3,||3|21|,|2|3|1|,2,0,1,6,52326,7106,1251,0
T0_4571_tol,3,3,||31|2|,|2|3|1|,3,0,1,6,53877,8657,1551,0
T0_4571_tol,3,3,|2|31||,|2|3|1|,4,0,1,6,54848,9628,971,0
T0_4571_tol,3,3,|2|3|1|,|2|3|1|,5,0,1,9,55738,10518,890,1
T0_4571_tol,4,3,|12|3||,|12||3|,0,0,1,9,56552,0,0,0
T0_4571_tol,4,3,|12||3|,|12||3|,1,0,1,12,59692,3140,3140,1
T0_4571_tol,5,3,|132|||,|12||3|,0,0,1,12,61430,0,0,0
T0_4571_tol,5,3,|13|2||,|12||3|,1,0,1,12,65092,3662,3662,0
T0_4571_tol,5,3,|1|2|3|,|12||3|,2,0,1,12,66153,4723,1061,0
T0_4571_tol,5,3,|12||3|,|12||3|,3,0,1,15,67104,5674,951,1
T0_4571_tol,6,3,||312||,||12|3|,0,0,1,15,67945,0,0,0
T0_4571_tol,6,3,|2|31||,||12|3|,1,0,1,15,71910,3965,3965,0
T0_4571_tol,6,3,|21|3||,||12|3|,2,0,1,15,72708,4763,798,0
T0_4571_tol,6,3,|21||3|,||12|3|,3,0,1,15,73588,5643,880,0
T0_4571_tol,6,3,|2|1|3|,||12|3|,4,0,1,15,74557,6612,969,0
T0_4571_tol,6,3,||12|3|,||12|3|,5,0,1,18,75371,7426,814,1
T0_4571_tol,7,3,|21|3||,|3|21||,0,0,1,18,76399,0,0,0
T0_4571_tol,7,3,|2|3|1|,|3|21||,1,0,1,18,79596,3197,3197,0
T0_4571_tol,7,3,||3|12|,|3|21||,2,0,1,18,80643,4244,1047,0
T0_4571_tol,7,3,|3||12|,|3|21||,3,0,1,18,81685,5286,1042,0
T0_4571_tol,7,3,|3|2|1|,|3|21||,4,0,1,18,82844,6445,1159,0
T0_4571_tol,7,3,|3|21||,|3|21||,5,0,1,21,83631,7232,787,1
T0_4571_tol,8,3,|13|2||,|23||1|,0,0,1,21,84693,0,0,0
T0_4571_tol,8,3,|1|23||,|23||1|,1,0,1,21,90637,5944,5944,0
T0_4571_tol,8,3,||23|1|,|23||1|,2,0,1,21,91903,7210,1266,0
T0_4571_tol,8,3,||2|13|,|23||1|,3,0,1,21,93674,8981,1771,0
T0_4571_tol,8,3,|2||13|,|23||1|,4,0,1,21,94800,10107,1126,0
T0_4571_tol,8,3,|23||1|,|23||1|,5,0,1,24,95937,11244,1137,1
T0_4571_tol,9,4,|23|4|1|,|2|14|3|,0,0,1,24,96850,0,0,0
T0_4571_tol,9,4,|2|43|1|,|2|14|3|,1,0,1,24,108684,11834,11834,0
T0_4571_tol,9,4,|21|43||,|2|14|3|,2,0,1,24,110242,13392,1558,0
T0_4571_tol,9,4,|21|4|3|,|2|14|3|,3,0,1,24,111412,14562,1170,0
T0_4571_tol,9,4,|2|4|31|,|2|14|3|,4,0,1,24,113949,17099,2537,0
T0_4571_tol,9,4,|24||31|,|2|14|3|,5,0,1,24,114968,18118,1019,0
T0_4571_tol,9,4,|24|1|3|,|2|14|3|,6,0,1,24,115944,19094,976,0
T0_4571_tol,9,4,|2|14|3|,|2|14|3|,7,0,1,27,117173,20323,1229,1
T0_4571_tol,10,4,|34|2|1|,|3|14|2|,0,0,1,27,117683,0,0,0
T0_4571_tol,10,4,|3|2|14|,|3|14|2|,1,0,1,27,126067,8384,8384,0
T0_4571_tol,10,4,|32||14|,|3|14|2|,2,0,1,27,128144,10461,2077,0
T0_4571_tol,10,4,|324||1|,|3|14|2|,3,0,1,27,130166,12483,2022,0
T0_4571_tol,10,4,|324|1||,|3|14|2|,4,0,1,27,131207,13524,1041,0
T0_4571_tol,10,4,|32|14||,|3|14|2|,5,0,1,27,132329,14646,1122,0
T0_4571_tol,10,4,|3|14|2|,|3|14|2|,6,0,1,30,133477,15794,1148,1
T0_4571_tol,11,4,|43|1|2|,|42|1|3|,0,0,1,30,134208,0,0,0
T0_4571_tol,11,4,|43|12||,|42|1|3|,1,0,1,30,139585,5377,5377,0
T0_4571_tol,11,4,|4|12|3|,|42|1|3|,2,0,1,30,140713,6505,1128,0
T0_4571_tol,11,4,|42|1|3|,|42|1|3|,3,0,1,33,141566,7358,853,1
T0_4571_tol,12,4,|3|4|12|,|4|3|21|,0,0,1,33,142118,0,0,0
T0_4571_tol,12,4,|3|42|1|,|4|3|21|,1,0,1,33,152828,10710,10710,0
T0_4571_tol,12,4,|31|42||,|4|3|21|,2,0,1,33,153984,11866,1156,0
T0_4571_tol,12,4,|31|4|2|,|4|3|21|,3,0,1,33,155287,13169,1303,0
T0_4571_tol,12,4,|3|4|21|,|4|3|21|,4,0,1,33,157590,15472,2303,0
T0_4571_tol,12,4,|3||214|,|4|3|21|,5,0,1,33,159009,16891,1419,0
T0_4571_tol,12,4,||3|214|,|4|3|21|,6,0,1,33,159939,17821,930,0
T0_4571_tol,12,4,|4|3|21|,|4|3|21|,7,0,1,36,160891,18773,952,1
T0_4571_tol,13,4,|3||241|,|4|32|1|,0,0,1,36,161466,0,0,0
T0_4571_tol,13,4,||3|241|,|4|32|1|,1,0,1,36,163981,2515,2515,0
T0_4571_tol,13,4,||31|24|,|4|32|1|,2,0,1,36,165927,4461,1946,0
T0_4571_tol,13,4,|4|31|2|,|4|32|1|,3,0,1,36,167721,6255,1794,0
T0_4571_tol,13,4,|41|3|2|,|4|32|1|,4,0,1,36,170783,9317,3062,0
T0_4571_tol,13,4,|41|32||,|4|32|1|,5,0,1,36,172362,10896,1579,0
T0_4571_tol,13,4,|4|32|1|,|4|32|1|,6,0,1,39,173185,11719,823,1
T0_4571_tol,14,4,|32||14|,|14|32||,0,0,1,39,173739,0,0,0
T0_4571_tol,14,4,|3|2|14|,|14|32||,1,0,1,39,176718,2979,2979,0
T0_4571_tol,14,4,||23|14|,|14|32||,2,0,1,39,177841,4102,1123,0
T0_4571_tol,14,4,||234|1|,|14|32||,3,0,1,39,179629,5890,1788,0
T0_4571_tol,14,4,|1|234||,|14|32||,4,0,1,39,180623,6884,994,0
T0_4571_tol,14,4,|14|23||,|14|32||,5,0,1,39,181556,7817,933,0
T0_4571_tol,14,4,|14|2|3|,|14|32||,6,0,1,39,182599,8860,1043,0
T0_4571_tol,14,4,|14||32|,|14|32||,7,0,1,39,183525,9786,926,0
T0_4571_tol,14,4,|142||3|,|14|32||,8,0,1,39,186820,13081,3295,0
T0_4571_tol,14,4,|142|3||,|14|32||,9,0,1,39,187779,14040,959,0
T0_4571_tol,14,4,|14|32||,|14|32||,10,0,1,42,188617,14878,838,1
T0_4571_tol,15,4,|34|12||,|32||14|,0,0,1,42,189610,0,0,0
T0_4571_tol,15,4,|3|124||,|32||14|,1,0,1,42,195300,5690,5690,0
T0_4571_tol,15,4,|3|124||,|32||14|,2,0,1,42,197286,7676,1986,0
T0_4571_tol,15,4,|34|12||,|32||14|,3,0,1,42,201343,11733,4057,0
T0_4571_tol,15,4,|342|1||,|32||14|,4,0,1,42,206329,16719,4986,0
T0_4571_tol,15,4,|342||1|,|32||14|,5,0,1,42,207254,17644,925,0
T0_4571_tol,15,4,|34|2|1|,|32||14|,6,0,1,42,209664,20054,2410,0
T0_4571_tol,15,4,|3|2|14|,|32||14|,7,0,1,42,210754,21144,1090,0
T0_4571_tol,15,4,|32||14|,|32||14|,8,0,1,45,211802,22192,1048,1
T0_4571_tol,16,4,|4|12|3|,|13|24||,0,0,1,45,212500,0,0,0
T0_4571_tol,16,4,|4|12|3|,|13|24||,1,0,1,45,225337,12837,12837,0
T0_4571_tol,16,4,|42|1|3|,|13|24||,2,0,1,45,226860,14360,1523,0
T0_4571_tol,16,4,|42||31|,|13|24||,3,0,1,45,230602,18102,3742,0
T0_4571_tol,16,4,|4|2|31|,|13|24||,4,0,1,45,231636,19136,1034,0
T0_4571_tol,16,4,||24|31|,|13|24||,5,0,1,45,232369,19869,733,0
T0_4571_tol,16,4,|1|24|3|,|13|24||,6,0,1,45,233449,20949,1080,0
T0_4571_tol,16,4,|13|24||,|13|24||,7,0,1,48,234287,21787,838,1
T0_4571_tol,17,5,||51|432|,|14|53|2|,0,0,1,48,235109,0,0,0
T0_4571_tol,17,5,|1|5|432|,|14|53|2|,1,0,1,48,237627,2518,2518,0
T0_4571_tol,17,5,|12|5|43|,|14|53|2|,2,0,1,48,240761,5652,3134,0
T0_4571_tol,17,5,|12|53|4|,|14|53|2|,3,0,1,48,241825,6716,1064,0
T0_4571_tol,17,5,|12|534||,|14|53|2|,4,0,1,48,243612,8503,1787,0
T0_4571_tol,17,5,|1|534|2|,|14|53|2|,5,0,1,48,244557,9448,945,0
T0_4571_tol,17,5,|14|53|2|,|14|53|2|,6,0,1,51,245960,10851,1403,1
T0_4571_tol,18,5,|52|3|41|,|1|352|4|,0,0,1,51,246454,0,0,0
T0_4571_tol,18,5,|5|3|412|,|1|352|4|,1,0,1,51,254289,7835,7835,0
T0_4571_tol,18,5,||35|412|,|1|352|4|,2,0,1,51,255329,8875,1040,0
T0_4571_tol,18,5,||352|41|,|1|352|4|,3,0,1,51,256584,10130,1255,0
T0_4571_tol,18,5,|1|352|4|,|1|352|4|,4,0,1,54,257555,11101,971,1
T0_4571_tol,19,5,|4|25|31|,|54|1|23|,0,0,1,54,258616,0,0,0
T0_4571_tol,19,5,||25|314|,|54|1|23|,1,0,1,54,268360,9744,9744,0
T0_4571_tol,19,5,|5|2|314|,|54|1|23|,2,0,1,54,269127,10511,767,0
T0_4571_tol,19,5,|54|2|31|,|54|1|23|,3,0,1,54,270956,12340,1829,0
T0_4571_tol,19,5,|542||31|,|54|1|23|,4,0,1,54,273029,14413,2073,0
T0_4571_tol,19,5,|542|1|3|,|54|1|23|,5,0,1,54,274539,15923,1510,0
T0_4571_tol,19,5,|542|13||,|54|1|23|,6,0,1,54,277673,19057,3134,0
T0_4571_tol,19,5,|54|13|2|,|54|1|23|,7,0,1,54,278536,19920,863,0
T0_4571_tol,19,5,|54|1|23|,|54|1|23|,8,0,1,57,280060,21444,1524,1
T0_4571_tol,20,5,|52|1|34|,|4235||1|,0,0,1,57,280812,0,0,0
T0_4571_tol,20,5,|5|1|342|,|4235||1|,1,0,1,57,294184,13372,13372,0
T0_4571_tol,20,5,|5|12|34|,|4235||1|,2,0,1,57,301087,20275,6903,0
T0_4571_tol,20,5,||125|34|,|4235||1|,3,0,1,57,304248,23436,3161,0
T0_4571_tol,20,5,|4|125|3|,|4235||1|,4,0,1,57,305452,24640,1204,0
T0_4571_tol,20,5,|4|12|35|,|4235||1|,5,0,1,57,307378,26566,1926,0
T0_4571_tol,20,5,|42|1|35|,|4235||1|,6,0,1,57,309019,28207,1641,0
T0_4571_tol,20,5,|42|15|3|,|4235||1|,7,0,1,57,311704,30892,2685,0
T0_4571_tol,20,5,|423|15||,|4235||1|,8,0,1,57,312570,31758,866,0
T0_4571_tol,20,5,|4235|1||,|4235||1|,9,0,1,57,313795,32983,1225,0
T0_4571_tol,20,5,|4235||1|,|4235||1|,10,0,1,60,314628,33816,833,1
T0_4571_tol,21,5,|42|153||,||231|45|,0,0,1,60,315374,0,0,0
T0_4571_tol,21,5,|4|1532||,||231|45|,1,0,1,60,320677,5303,5303,0
T0_4571_tol,21,5,||1532|4|,||231|45|,2,0,1,60,321653,6279,976,0
T0_4571_tol,21,5,||153|42|,||231|45|,3,0,1,60,323997,8623,2344,0
T0_4571_tol,21,5,||15|423|,||231|45|,4,0,1,60,325018,9644,1021,0
T0_4571_tol,21,5,|5|1|423|,||231|45|,5,0,1,60,327573,12199,2555,0
T0_4571_tol,21,5,|51||423|,||231|45|,6,0,1,60,330859,15485,3286,0
T0_4571_tol,21,5,|513||42|,||231|45|,7,0,1,60,332709,17335,1850,0
T0_4571_tol,21,5,|513|2|4|,||231|45|,8,0,1,60,333843,18469,1134,0
T0_4571_tol,21,5,|51|23|4|,||231|45|,9,0,1,60,335211,19837,1368,0
T0_4571_tol,21,5,|5|231|4|,||231|45|,10,0,1,60,335954,20580,743,0
