sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done,movimentos_minimos,pontuacao_acumulada
T1_4569_Tol,1,3,|13|2||,|23||1|,0,0,1,0,22151,0,0,0,0,0
T1_4569_Tol,1,3,|1|2|3|,|23||1|,1,0,1,0,26839,4688,4688,0,0,0
T1_4569_Tol,1,3,||2|31|,|23||1|,2,0,1,0,30253,8102,3414,0,0,0
T1_4569_Tol,1,3,|2||31|,|23||1|,3,0,1,0,31893,9742,1640,0,0,0
T1_4569_Tol,1,3,|2|1|3|,|23||1|,4,0,1,0,33850,11699,1957,0,0,0
T1_4569_Tol,1,3,|23|1||,|23||1|,5,0,1,0,35132,12981,1282,0,0,0
T1_4569_Tol,1,3,|23||1|,|23||1|,6,0,1,3,38260,16109,3128,1,5,9
T1_4569_Tol,2,3,|2|1|3|,|23||1|,0,0,1,3,39652,0,0,0,0,9
T1_4569_Tol,2,3,|23|1||,|23||1|,1,0,1,3,42482,2830,2830,0,0,9
T1_4569_Tol,2,3,|23||1|,|23||1|,2,0,1,6,43801,4149,1319,1,2,19
T1_4569_Tol,3,3,||21|3|,|1|32||,0,0,1,6,45247,0,0,0,0,19
T1_4569_Tol,3,3,|1|2|3|,|1|32||,1,0,1,6,47882,2635,2635,0,0,19
T1_4569_Tol,3,3,|12||3|,|1|32||,2,0,1,6,49452,4205,1570,0,0,19
T1_4569_Tol,3,3,|12|3||,|1|32||,3,0,1,6,50813,5566,1361,0,0,19
T1_4569_Tol,3,3,|1|32||,|1|32||,4,0,1,9,52424,7177,1611,1,4,29
T1_4569_Tol,4,3,|2||13|,|1|2|3|,0,0,1,9,53916,0,0,0,0,29
T1_4569_Tol,4,3,||2|13|,|1|2|3|,1,0,1,9,56506,2590,2590,0,0,29
T1_4569_Tol,4,3,||23|1|,|1|2|3|,2,0,1,9,58176,4260,1670,0,0,29
T1_4569_Tol,4,3,|1|23||,|1|2|3|,3,0,1,9,59576,5660,1400,0,0,29
T1_4569_Tol,4,3,|1|2|3|,|1|2|3|,4,0,1,12,61094,7178,1518,1,4,39
T1_4569_Tol,5,3,|12||3|,|3|1|2|,0,0,1,12,62352,0,0,0,0,39
T1_4569_Tol,5,3,|1|2|3|,|3|1|2|,1,0,1,12,65750,3398,3398,0,0,39
T1_4569_Tol,5,3,|1|23||,|3|1|2|,2,0,1,12,67161,4809,1411,0,0,39
T1_4569_Tol,5,3,||23|1|,|3|1|2|,3,0,1,12,68763,6411,1602,0,0,39
T1_4569_Tol,5,3,|3|2|1|,|3|1|2|,4,0,1,12,69950,7598,1187,0,0,39
T1_4569_Tol,5,3,|32||1|,|3|1|2|,5,0,1,12,71897,9545,1947,0,0,39
T1_4569_Tol,5,3,|32|1||,|3|1|2|,6,0,1,12,73027,10675,1130,0,0,39
T1_4569_Tol,5,3,|3|1|2|,|3|1|2|,7,0,1,15,74487,12135,1460,1,5,47
T1_4569_Tol,6,3,|2|13||,||3|21|,0,0,1,15,75492,0,0,0,0,47
T1_4569_Tol,6,3,||13|2|,||3|21|,1,0,1,15,80153,4661,4661,0,0,47
T1_4569_Tol,6,3,|3|1|2|,||3|21|,2,0,1,15,82729,7237,2576,0,0,47
T1_4569_Tol,6,3,|3||21|,||3|21|,3,0,1,15,84180,8688,1451,0,0,47
T1_4569_Tol,6,3,||3|21|,||3|21|,4,0,1,18,85489,9997,1309,1,4,57
T1_4569_Tol,7,3,|12||3|,||132||,0,0,1,18,86767,0,0,0,0,57
T1_4569_Tol,7,3,|1|2|3|,||132||,1,0,1,18,90804,4037,4037,0,0,57
T1_4569_Tol,7,3,||2|31|,||132||,2,0,1,18,92748,5981,1944,0,0,57
T1_4569_Tol,7,3,|2||31|,||132||,3,0,1,18,94238,7471,1490,0,0,57
T1_4569_Tol,7,3,|2|1|3|,||132||,4,0,1,18,96996,10229,2758,0,0,57
T1_4569_Tol,7,3,|2|13||,||132||,5,0,1,18,98432,11665,1436,0,0,57
T1_4569_Tol,7,3,||132||,||132||,6,0,1,21,99948,13181,1516,1,5,66
T1_4569_Tol,8,3,||2|31|,|1||32|,0,0,1,21,101062,0,0,0,0,66
T1_4569_Tol,8,3,|1|2|3|,|1||32|,1,0,1,21,103339,2277,2277,0,0,66
T1_4569_Tol,8,3,|12||3|,|1||32|,2,0,1,21,105338,4276,1999,0,0,66
T1_4569_Tol,8,3,|12|3||,|1||32|,3,0,1,21,106554,5492,1216,0,0,66
T1_4569_Tol,8,3,|1|32||,|1||32|,4,0,1,21,110660,9598,4106,0,0,66
T1_4569_Tol,8,3,|12|3||,|1||32|,5,0,1,21,112486,11424,1826,0,0,66
T1_4569_Tol,8,3,|12||3|,|1||32|,6,0,1,21,113906,12844,1420,0,0,66
T1_4569_Tol,8,3,|1||32|,|1||32|,7,0,1,24,115335,14273,1429,1,2,71
T1_4569_Tol,9,4,|14|2|3|,|142|3||,0,0,1,24,116430,0,0,0,0,71
T1_4569_Tol,9,4,|142||3|,|142|3||,1,0,1,24,119914,3484,3484,0,0,71
T1_4569_Tol,9,4,|142|3||,|142|3||,2,0,1,27,121394,4964,1480,1,2,81
T1_4569_Tol,10,4,|2|41|3|,|4|23|1|,0,0,1,27,122278,0,0,0,0,81
T1_4569_Tol,10,4,||41|32|,|4|23|1|,1,0,1,27,127612,5334,5334,0,0,81
T1_4569_Tol,10,4,||4|321|,|4|23|1|,2,0,1,27,129142,6864,1530,0,0,81
T1_4569_Tol,10,4,|4||321|,|4|23|1|,3,0,1,27,130129,7851,987,0,0,81
T1_4569_Tol,10,4,|41||32|,|4|23|1|,4,0,1,27,132036,9758,1907,0,0,81
T1_4569_Tol,10,4,|412||3|,|4|23|1|,5,0,1,27,133488,11210,1452,0,0,81
T1_4569_Tol,10,4,|41|2|3|,|4|23|1|,6,0,1,27,136239,13961,2751,0,0,81
T1_4569_Tol,10,4,|41|23||,|4|23|1|,7,0,1,27,137272,14994,1033,0,0,81
