sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done,movimentos_minimos,pontuacao_acumulada
T2_4585_tol,1,3,|2||13|,||3|12|,0,0,1,0,7630,0,0,0,0,0
T2_4585_tol,1,3,|2|3|1|,||3|12|,1,0,1,0,17662,10032,10032,0,0,0
T2_4585_tol,1,3,||32|1|,||3|12|,2,0,1,0,22505,14875,4843,0,0,0
T2_4585_tol,1,3,|1|32||,||3|12|,3,0,1,0,24858,17228,2353,0,0,0
T2_4585_tol,1,3,|12|3||,||3|12|,4,0,1,0,26450,18820,1592,0,0,0
T2_4585_tol,1,3,|1|32||,||3|12|,5,0,1,0,33621,25991,7171,0,0,0
T2_4585_tol,1,3,||32|1|,||3|12|,6,0,1,0,35118,27488,1497,0,0,0
T2_4585_tol,1,3,||3|12|,||3|12|,7,0,1,3,36521,28891,1403,1,2,5
T2_4585_tol,2,3,|32|1||,||1|32|,0,0,1,3,38889,0,0,0,0,5
T2_4585_tol,2,3,|3|12||,||1|32|,1,0,1,3,43170,4281,4281,0,0,5
T2_4585_tol,2,3,||12|3|,||1|32|,2,0,1,3,45018,6129,1848,0,0,5
T2_4585_tol,2,3,||1|32|,||1|32|,3,0,1,6,46753,7864,1735,1,3,15
T2_4585_tol,3,3,|3|1|2|,|3|2|1|,0,0,1,6,47889,0,0,0,0,15
T2_4585_tol,3,3,|31||2|,|3|2|1|,1,0,1,6,51492,3603,3603,0,0,15
T2_4585_tol,3,3,|31|2||,|3|2|1|,2,0,1,6,53347,5458,1855,0,0,15
T2_4585_tol,3,3,|3|2|1|,|3|2|1|,3,0,1,9,55190,7301,1843,1,3,25
T2_4585_tol,4,3,|||231|,|13||2|,0,0,1,9,56159,0,0,0,0,25
T2_4585_tol,4,3,|1||23|,|13||2|,1,0,1,9,60532,4373,4373,0,0,25
T2_4585_tol,4,3,|13||2|,|13||2|,2,0,1,12,62356,6197,1824,1,2,35
T2_4585_tol,5,3,||2|13|,|3|2|1|,0,0,1,12,63217,0,0,0,0,35
