sub,trial,size,current,end,step,reset,tries,score,abstime,trialtime,clicktime,done,movimentos_minimos,pontuacao_acumulada
T2_4570_tol,1,3,|21|3||,|21||3|,0,0,1,0,9498,0,0,0,0,0
T2_4570_tol,1,3,|21||3|,|21||3|,1,0,1,3,12921,3423,3423,1,1,10
T2_4570_tol,2,3,||123||,||213||,0,0,1,3,14729,0,0,0,0,10
T2_4570_tol,2,3,||12|3|,||213||,1,0,1,3,17347,2618,2618,0,0,10
T2_4570_tol,2,3,|2|1|3|,||213||,2,0,1,3,18478,3749,1131,0,0,10
T2_4570_tol,2,3,|2||31|,||213||,3,0,1,3,20596,5867,2118,0,0,10
T2_4570_tol,2,3,||2|31|,||213||,4,0,1,3,21773,7044,1177,0,0,10
T2_4570_tol,2,3,||21|3|,||213||,5,0,1,3,22794,8065,1021,0,0,10
T2_4570_tol,2,3,||213||,||213||,6,0,1,6,23413,8684,619,1,6,20
T2_4570_tol,3,3,|23||1|,|21|3||,0,0,1,6,24195,0,0,0,0,20
T2_4570_tol,3,3,|2|3|1|,|21|3||,1,0,1,6,25730,1535,1535,0,0,20
T2_4570_tol,3,3,|21|3||,|21|3||,2,0,1,9,26759,2564,1029,1,2,30
T2_4570_tol,4,3,|23|1||,|3|1|2|,0,0,1,9,27362,0,0,0,0,30
T2_4570_tol,4,3,|2|13||,|3|1|2|,1,0,1,9,29205,1843,1843,0,0,30
T2_4570_tol,4,3,||13|2|,|3|1|2|,2,0,1,9,30210,2848,1005,0,0,30
T2_4570_tol,4,3,|3|1|2|,|3|1|2|,3,0,1,12,31016,3654,806,1,3,40
T2_4570_tol,5,3,|1||32|,|3||12|,0,0,1,12,31571,0,0,0,0,40
T2_4570_tol,5,3,|12||3|,|3||12|,1,0,1,12,36695,5124,5124,0,0,40
T2_4570_tol,5,3,|12|3||,|3||12|,2,0,1,12,37637,6066,942,0,0,40
T2_4570_tol,5,3,|1|32||,|3||12|,3,0,1,12,38630,7059,993,0,0,40
T2_4570_tol,5,3,||32|1|,|3||12|,4,0,1,12,39384,7813,754,0,0,40
T2_4570_tol,5,3,||3|12|,|3||12|,5,0,1,12,40118,8547,734,0,0,40
T2_4570_tol,5,3,|3||12|,|3||12|,6,0,1,15,40764,9193,646,1,5,49
T2_4570_tol,6,3,|1||23|,|1|3|2|,0,0,1,15,41390,0,0,0,0,49
T2_4570_tol,6,3,|1|3|2|,|1|3|2|,1,0,1,18,43018,1628,1628,1,1,59
T2_4570_tol,7,3,|12|3||,|31|2||,0,0,1,18,43449,0,0,0,0,59
T2_4570_tol,7,3,|1|3|2|,|31|2||,1,0,1,18,45436,1987,1987,0,0,59
T2_4570_tol,7,3,|13||2|,|31|2||,2,0,1,18,46320,2871,884,0,0,59
T2_4570_tol,7,3,|1|3|2|,|31|2||,3,0,1,18,47430,3981,1110,0,0,59
T2_4570_tol,7,3,||31|2|,|31|2||,4,0,1,18,48064,4615,634,0,0,59
T2_4570_tol,7,3,||3|21|,|31|2||,5,0,1,18,48849,5400,785,0,0,59
T2_4570_tol,7,3,|3||21|,|31|2||,6,0,1,18,49512,6063,663,0,0,59
T2_4570_tol,7,3,|31||2|,|31|2||,7,0,1,18,50241,6792,729,0,0,59
T2_4570_tol,7,3,|31|2||,|31|2||,8,0,1,21,50966,7517,725,1,5,66
T2_4570_tol,8,3,|2|1|3|,|32||1|,0,0,1,21,51386,0,0,0,0,66
